Id,Status,FirstRespondedDate,CreatedDate,HasResponded,CampaignId,ContactId,LeadId
00vnbgPwMDIYPSTAU4,Sent,,2025-06-17T17:14:09Z,0,701JAQrUVjwb0lkIRC,003fgQdBHsToCSOINB,
00vjTX6snAntjb8QAH,Attended,2023-05-02,2023-04-16T19:51:57Z,1,701qGSJSbVRjjNMQYD,003EITgQp4xDjA6IV9,
00vbYknS3LLfnjvQ02,Attended,2025-04-07,2025-03-02T17:32:23Z,1,7017CM39bNZR7A7Q8R,003oZR86kwXXZqKI7I,
00v8BW7OJdAT9gvIXJ,Attended,2024-12-25,2024-11-23T16:04:22Z,1,701qGSJSbVRjjNMQYD,003MzEjs92OIMruAGM,
00vTYkQltJjSS3jY8F,No Show,,2021-09-19T01:30:27Z,0,701BP1P0a1hwEg9QVB,003WD8PWGAbenHRAM0,
00v3FTo56S2tlddAGB,Responded,2025-07-27,2025-06-13T03:03:06Z,1,701AUP2DWX9vWyrQNF,003i4p6APoWTcRLIO0,
00vKQOVQV0lBc6vIMG,Responded,2022-09-20,2022-08-09T21:15:31Z,1,701fmMnRrUO2XdcI3Y,003bbt6hwtwIcbjIHQ,
00vkWjL4soyi3GiQQN,Attended,2025-12-07,2025-12-04T10:07:43Z,1,701VLxxgWX6Q4sRACQ,003hYM21azNCP10ID1,
00v5dMYQD9avxWbYGV,No Show,,2023-08-10T09:51:04Z,0,701T7xJocH3zs1NQYF,003nGkRyMWyM2SMA66,
00vKmzZtUSomlr3QJN,Sent,,2024-06-21T06:41:15Z,0,701rMiZr5gPnYq4I3U,003mvVQdkNBgEFkA0U,
00vTPULPTWCKCv5Y6M,No Show,,2022-07-28T19:48:29Z,0,701qSlEpW8tT5lJI6V,0034sgxTTPLTPi4Y9W,
00v21GAtneE48lXA12,No Show,,2022-12-25T18:59:36Z,0,7019KuFdn10ijGjI2P,003wsC6L7LUvbrgAY7,
00vlqMRNxKQojGYY7M,Attended,2023-10-01,2023-09-12T10:45:29Z,1,701v6UAElZEXzGdAI1,003IijzTbFYVzxCICP,
00vlQLULrH2HsI5YY4,No Show,,2025-01-03T21:25:10Z,0,701xpHq35ZSnJpBQKY,003mYFAFR2j9W73QKR,
00vykJlxl2uwKj9QML,Responded,2025-05-29,2025-04-14T12:55:49Z,1,701fkp1RoMk6AO1AXX,003Xe5rt4wZIpq2YTG,
00vqeSHK0HW0MOsYBR,Responded,2024-06-05,2024-05-04T05:49:18Z,1,701N6uFobcPgkYOQHR,003RFkT9hrPsRwsQDT,
00vKys3z5nTEZ4cIHT,Attended,2024-05-06,2024-04-05T23:09:35Z,1,701JHaYdXRA67thQMW,003go4c3nStxcM3QTZ,
00vokYIsTxlBpsaIO6,Sent,,2021-10-10T02:20:02Z,0,701C5GBKeBniO3YY7J,003BWrIDgk0dlGWQ9O,
00vcIeI9aAemosXQOC,Opened,,2025-01-19T02:31:37Z,0,701qGSJSbVRjjNMQYD,003nnVXCjUR28ayQTF,
00vxD8O7AMWIiDvYNT,Opened,,2023-10-18T23:38:47Z,0,701vayAmZHYjPXpAWV,003sgF22DRFupF4IHR,
00vpQglFbHfnGaBYWE,No Show,,2021-02-02T21:34:20Z,0,701GCHw920l26V2I77,003iMhFEz9vvPp9AEG,
00v3tzLXSeWPfzLAZJ,No Show,,2024-10-20T17:54:15Z,0,701vayAmZHYjPXpAWV,003OeYdS2JreqvUACI,
00vcAw5Li6oK8NKIWC,Opened,,2021-12-18T13:09:46Z,0,701iu7etaRTqbMlANW,003Rz96fwVmBsarYJ1,
00vUNIa21M1fFPTQAA,Opened,,2024-09-25T21:43:17Z,0,701VLxxgWX6Q4sRACQ,003qYH0SqftXW1aYMH,
00vz56XgvEmi5j4QOS,Opened,,2021-03-25T16:03:30Z,0,7015YLzMnRKmB7vYCD,003OeYdS2JreqvUACI,
00v4O6DWejaFGExQIA,Opened,,2024-08-15T09:42:35Z,0,701fmMnRrUO2XdcI3Y,0030KF1SawNrgsQI1O,
00vp5vzVINZVzmGICG,Sent,,2025-09-01T19:31:46Z,0,701GCHw920l26V2I77,003UCatH93ztwEVQ2Q,
00vCg0STjIurlZeQBW,No Show,,2025-02-24T02:07:13Z,0,701s2qORj9Q5274YHM,003RKx4RYpV8PObIGS,
00vOjtAX6SGFUkAQK6,Opened,,2022-10-16T08:09:46Z,0,7015l12jm3ayL0dIVG,003dKm7AQJwq1fVQLN,
00vA3Zt1INRF5LCIMO,Opened,,2023-08-30T02:33:57Z,0,701Lqm6F5Co3SCBI77,003n1jeyVachCmzIYQ,
00vWre7HEhQrKJcQNV,No Show,,2024-06-23T23:40:34Z,0,701VENsf4RdiXcPYUH,003ar0bTD0EAavSI18,
00vMygPsjjUul6AQO5,Sent,,2022-01-10T21:34:03Z,0,7017OD7USLqvwTSQ40,003rYgrvc9K7YF1QGX,
00vyVPtrMu7GjoWAGZ,Sent,,2021-10-05T02:00:22Z,0,701baEWnGlBqdzhA9Z,003qmozeEguUgFnAND,
00vqgWADttwXHq1ICB,Responded,2023-08-28,2023-07-23T22:29:57Z,1,701iu7etaRTqbMlANW,003O84dQbjv4L4iAPU,
00vKLxGIJJb7JL1QIP,Sent,,2024-11-13T04:07:05Z,0,701GCHw920l26V2I77,003OeYdS2JreqvUACI,
00vJtAkY2g7BsktQG3,Opened,,2021-11-29T01:14:19Z,0,701gBvIFprDgdfxY18,003vxHLuLpe3BlRIW4,
00vl7S6DRxUaZ99QTX,Responded,2023-10-05,2023-09-11T02:48:05Z,1,701fmMnRrUO2XdcI3Y,003OeYdS2JreqvUACI,
00vALIKYEAsngzKQQT,Attended,2024-07-02,2024-05-18T17:02:35Z,1,701eYR0IxKvWggxING,003TdS3ORzLYItLQPH,
00vtq8DbiUlyKC3I0Q,Opened,,2025-06-02T13:45:45Z,0,701T7xJocH3zs1NQYF,0030KKuMuOgqfrFIK3,
00vxh0OCXXEAfioQ5Z,Attended,2023-06-01,2023-04-23T20:14:45Z,1,7015YLzMnRKmB7vYCD,003Hy2nThrssNl4YZ3,
00v9hwU6jo1itGOI5G,Opened,,2024-05-09T09:15:14Z,0,701PvobyJwhiNxZY1C,0032DjvAUIKhn8RIQI,
00vMFsq7mg30xfcIFH,Responded,2026-05-27,2026-04-17T02:50:49Z,1,701h4U4oQAUQUQiIO5,003jfoRxJl46zPYQL2,
00vnYNOy2ZGLbUkQVC,Responded,2026-05-16,2026-04-17T23:18:52Z,1,701HZkqvaYkvEU4AAJ,003pYsDbFAb1cBrY8U,
00vsl1EdSLPNQiwYL6,Attended,2021-11-03,2021-10-17T00:52:14Z,1,701baEWnGlBqdzhA9Z,003k7MlNPkUKQTwI3K,
00vXVFSJIYT6DUNA2Z,Responded,2022-06-17,2022-06-15T22:35:23Z,1,7017jaJGBUyVDFxICV,003JiQDqPoDL4GoQTM,
00vm8F7LP92G5tYII2,Attended,2026-02-28,2026-02-19T18:49:23Z,1,701eYR0IxKvWggxING,003sGE8qPep2Bn9AY8,
00vIRcabvEBt4n4IPH,Responded,2022-06-19,2022-06-07T09:05:04Z,1,701AUP2DWX9vWyrQNF,003Opp7EzYrmGuJICT,
00v9VY32goBhsdwAED,No Show,,2025-07-01T14:49:12Z,0,701Da2XS0yWq2GQIB8,0039s3Fuj3bESMbIKS,
00vZWQ7rv10DZaWQ0H,Responded,2022-01-17,2022-01-12T20:01:36Z,1,701eowWimEsuBCoIO7,003jGUbFYXqxnmyQ4F,
00vlW2XCQ6WFQkNY4O,No Show,,2025-06-27T11:55:53Z,0,7014xC7ldfv7uGYYZO,003uHXEGxdBdOxnQGN,
00vIkrOrnEqCH9rQ8W,No Show,,2023-11-29T13:37:12Z,0,701Oiy0uiHpmTo7YI9,003OnVQVbt2cOpYA2L,
00vo4UlXsqYBdlZAMQ,Opened,,2024-07-01T20:46:36Z,0,701OLah01F81qKCQ4B,003bwABqXXNG7IWYIN,
00vCHCisGnAPjBZQTY,No Show,,2021-09-20T04:45:59Z,0,701rMiZr5gPnYq4I3U,003axoHgSewH83KYNB,
00vfcgkl4On2NK8A41,Responded,2023-06-22,2023-06-14T05:28:43Z,1,701N6uFobcPgkYOQHR,003n7DRKKJS9PqNQWE,
00vvzs6SAYhPE7LY8C,Opened,,2026-02-14T08:14:27Z,0,701ij13ElUK36zHQ2S,003tAWyOTIA1gd2YAN,
00v2xH9Kjnm7VfuQTP,Attended,2023-09-08,2023-08-12T04:16:45Z,1,701k107VhYuBzs1I3B,003Wwbin3iqodkMA1G,
00vRW6vv3j6TOp4Q0W,Sent,,2023-11-26T08:33:05Z,0,701qSlEpW8tT5lJI6V,003GBf9PCF2onzTA4B,
00vCXU2OcNMqADhYUB,Opened,,2026-03-20T17:07:11Z,0,701dvFZxXgmRnlIQM7,003XLYg95CtXxfyIBH,
00vWvoms3PI0qSGAQQ,Responded,2023-03-24,2023-03-17T07:02:47Z,1,7014Mb0gQuVkT1cIP4,003BG6JQjrARVNaY8T,
00vEHAE7rQwHCseAVT,Opened,,2025-06-26T17:03:31Z,0,701fmMnRrUO2XdcI3Y,003VxLo3FH5P5RIAB7,
00vPbkaXBZRGKkeYQU,Responded,2022-02-17,2022-02-02T23:12:45Z,1,701b2KXlxLkodl3QU6,003z0SFUtDimbQwAKL,
00vXmDEyUXncDSSANI,No Show,,2024-12-23T18:33:20Z,0,701fmMnRrUO2XdcI3Y,003f4ot3tLycXfwQM5,
00vmbZXfXLgzgV0AUK,Responded,2024-06-02,2024-04-29T03:30:48Z,1,701fmMnRrUO2XdcI3Y,0031VD9UKg8CI6sQCH,
00vfBOHBHm7l5jjY0S,No Show,,2024-10-14T13:12:32Z,0,7015l12jm3ayL0dIVG,003yVp6izS539etYWB,
00v7AAf9jAZWWrMQXD,Responded,2023-11-21,2023-10-23T07:04:46Z,1,70119DkKdradggLYK9,003gSItjdJa0xcXQ3R,
00vKxg4v5ZJWpt0IOQ,Opened,,2026-06-20T10:24:56Z,0,701Y1pqcY2jefLaYDN,003Tq49jYGnYlYbYDW,
00v7pqt4YSYF6L2A3Z,Opened,,2026-02-04T16:54:54Z,0,7014u4F3TRrguRYASN,003VtHtQNFfQs5iQNM,
00v9NqiDex7I4qEQN5,Responded,2021-07-29,2021-07-23T16:51:16Z,1,701BP1P0a1hwEg9QVB,003RQmxBmgXrTwhQ30,
00v5t38CJrczKOEIZI,Attended,2025-12-13,2025-11-18T22:55:22Z,1,701fmMnRrUO2XdcI3Y,003UY2oCkarj96lQDX,
00vGStgMJAy0sjWQXD,Responded,2023-07-23,2023-07-07T02:59:15Z,1,701JHaYdXRA67thQMW,003KbhyQIJhcY5vI43,
00vYyWDWP6h7R1wAWH,Opened,,2021-03-03T16:49:15Z,0,701OLah01F81qKCQ4B,003tg75f77ILFFoADI,
00vDuPjE3lhi7ZmYWA,No Show,,2024-10-02T15:49:03Z,0,701s2qORj9Q5274YHM,003H0qotUrGLyvSY1X,
00vRXCqYGUJ3trgQ9B,Responded,2026-03-08,2026-02-11T10:31:25Z,1,701k107VhYuBzs1I3B,0039pUtDj0qneGfACK,
00viHiGb7YBIXHkARF,Sent,,2023-07-12T00:28:07Z,0,701ij13ElUK36zHQ2S,003FlAerSxK87n1YYX,
00vjPtqstwIKncMQBJ,Opened,,2021-02-24T02:50:21Z,0,701VENsf4RdiXcPYUH,0039ldFG08cbPoeY3V,
00vXVrthxuNAK05IUN,Responded,2025-04-23,2025-03-25T07:52:22Z,1,701dvFZxXgmRnlIQM7,003VTvmrlQmQQa0AKQ,
00vlLE7gH7XtiPaI1Q,Opened,,2025-10-10T07:43:31Z,0,701AQ2IkwyckslOQQH,003ShRsGpj163ooYM7,
00vuiaIaailcMaMID4,No Show,,2025-05-15T17:48:06Z,0,701VLxxgWX6Q4sRACQ,003WEgjwl1vIvbnIIG,
00voGlSzAbrDnNiATX,Opened,,2021-05-04T20:20:02Z,0,701fmMnRrUO2XdcI3Y,003gNkaswBOnskIYPY,
00vPLojNvYsfOcnYCS,Opened,,2026-06-23T09:53:55Z,0,7014xC7ldfv7uGYYZO,003ALU8RfKdcUlxQN4,
00vRiDuHG3SqIgbY7T,Sent,,2021-12-24T04:40:50Z,0,701eowWimEsuBCoIO7,003y79c1yFgVZixIWN,
00vhYxRUVXUwWTWYLY,Opened,,2025-06-01T18:06:57Z,0,701fkp1RoMk6AO1AXX,0039kLvgxKq4hD9IUA,
00vLJipJLoXx3clIOF,Sent,,2025-02-02T02:54:19Z,0,701sbAyLwajaBknIUK,003aFddNQE90uBpQGN,
00vt8JU9dpiGwAlQ2W,No Show,,2024-03-24T18:38:09Z,0,701Lqm6F5Co3SCBI77,003GjAG0PksZYGaY7O,
00v0ginkaFMoWQJA21,Attended,2025-02-07,2025-02-01T11:09:16Z,1,7012gLtQpc999YmQNW,003AWiA5w6U96FlA3S,
00vzH9fkL27UBttQ5Y,Opened,,2024-12-09T03:31:55Z,0,701sbAyLwajaBknIUK,003QfRPBunwS0dvYKE,
00vdrGziQV2C43fQ7B,Sent,,2023-01-04T20:34:48Z,0,7019KuFdn10ijGjI2P,003ALU8RfKdcUlxQN4,
00v2XFkiRExkwEjQPV,No Show,,2025-08-23T12:05:19Z,0,701fmMnRrUO2XdcI3Y,003lAaW56mi7TofAUG,
00vPYfdFKXMo6muA5G,Responded,2025-12-09,2025-11-24T19:51:03Z,1,701PnzYm01TO5qEICN,003DG7Ix16qlS43IC6,
00vXYZ6uJRYVTkZAAQ,Opened,,2021-08-11T10:10:44Z,0,701L7PbnIaoCL4kACA,003xx93G3HdGJQbIZE,
00vB5TGRjzszxFOYFG,Attended,2022-07-30,2022-06-15T01:13:40Z,1,701fmMnRrUO2XdcI3Y,003gBl0zvJ8uI8jIJ4,
00vYZNTyIAcTZy2Q73,Opened,,2023-09-08T18:59:32Z,0,701N6uFobcPgkYOQHR,003F7FFpQhCYBgJAKA,
00vqkdirXTqvE9mAE1,Sent,,2023-04-23T08:07:20Z,0,701rMiZr5gPnYq4I3U,003uJwtjEr9zwIHQ67,
00vGDf0YW5FDJHtYH7,Attended,2025-08-25,2025-08-15T18:12:17Z,1,701iu7etaRTqbMlANW,003nmblpeZJRycwAXV,
00vCrc75ekuZ8X3IJ5,Sent,,2026-01-12T20:07:55Z,0,7012gLtQpc999YmQNW,003gGNEby1fXhnOYTU,
00vSQhxT8wegG5PQYU,Attended,2025-08-08,2025-08-03T10:19:26Z,1,7014Mb0gQuVkT1cIP4,003OLihz2AMqMbpQ43,
00viaCyhIPWOqvsAS1,Opened,,2025-07-26T20:42:31Z,0,7019g7m2YfxR5uxQ6M,0035YnOW4DxgYNkYW6,
00vPDJe5enwYIgxYHU,Sent,,2024-08-24T22:09:24Z,0,701ij13ElUK36zHQ2S,003LtDO7YzOyUhUA6A,
00v3WYL8X5VU2c7ABD,Attended,2026-06-19,2026-05-07T11:38:40Z,1,701AcNdUdlGkwlmYGW,003jBHsfoVSp2QNAET,
00vJD1WBrNmUiVJY6T,Responded,2024-12-03,2024-11-17T06:33:10Z,1,701xpHq35ZSnJpBQKY,003S7osKdcBCR4WIF8,
00vxlo266SLNjNiY0S,Opened,,2022-07-28T08:27:05Z,0,701623KY8ROVX35IU0,0030tpEd8Opq0jbQ9C,
00v7NvFFggOTAr1YJH,Opened,,2022-03-27T04:43:14Z,0,7017CM39bNZR7A7Q8R,003nbABOCORgwMAA2H,
00vESk5ZJ7ykYkUYLW,Responded,2022-06-22,2022-05-31T22:23:32Z,1,701QvNzI8kZyr86YGN,003fCQnNtVMBpvcI61,
00vf2VOsxEc1CzaYQV,Responded,2021-05-08,2021-04-16T06:28:17Z,1,701Y1pqcY2jefLaYDN,003wXI8INfXqH4aIK3,
00vbUfPOqDPCI5pI2S,Responded,2021-10-03,2021-09-11T16:19:26Z,1,7013ji5fs9KRMNZIMZ,003SJyQYGz4dPYDY8D,
00vwPUKScz5r6byAHI,Opened,,2024-11-04T22:20:28Z,0,701h4U4oQAUQUQiIO5,003caJUum9ureexY5I,
00vbF4kAHu8VH6ZQ8D,No Show,,2025-12-06T00:05:25Z,0,701k107VhYuBzs1I3B,003iReYiPlyNFRxI1V,
00vQknLHYPmowF7IHT,Attended,2022-09-04,2022-08-30T01:30:50Z,1,701baEWnGlBqdzhA9Z,003LsUD2wMm9ppCAJV,
00vUrxo0I4LBsiGARK,Opened,,2023-03-17T04:11:13Z,0,701s2qORj9Q5274YHM,003bzqCPhHkdWt9INI,
00vkvpP1jwo9eSfQ4Y,Responded,2023-04-29,2023-04-12T19:51:47Z,1,7012gLtQpc999YmQNW,003ar0bTD0EAavSI18,
00v0F4GFEErkCN6IX1,Opened,,2022-08-28T22:19:23Z,0,7016crDLINhcuvpAZH,003dKp0K9sauzCCQXW,
00vcGA2ucCbkFh5QNN,Responded,2026-01-03,2025-11-22T08:59:39Z,1,7015l12jm3ayL0dIVG,003DG7Ix16qlS43IC6,
00vA0faULUZXPJnI33,Attended,2025-12-25,2025-12-06T06:39:48Z,1,701vayAmZHYjPXpAWV,003aOXN8maPyJ9cYND,
00vhdeM02kRznUuQST,Attended,2021-08-28,2021-08-22T12:11:19Z,1,7010j7HiIFs5acMAA2,0030pSnQNIb5d0oYHX,
00vHsn34FRHBihrACK,Responded,2022-04-01,2022-03-09T15:01:10Z,1,701R6fz0H7ZafwQI8S,003ORY9JKXMEQh7IXH,
00vGtNvSQuYGLN8YFC,No Show,,2023-05-27T13:58:56Z,0,701uy02vAEj9sQvINI,003uIWWDu5XHBBvIH2,
00vLY7ByD6ZSm16YLD,No Show,,2026-02-23T20:11:05Z,0,701Oiy0uiHpmTo7YI9,003AEFK8qD0BZH4AK2,
00v9LX60vCade0zQUJ,Opened,,2024-06-03T21:37:22Z,0,701ij13ElUK36zHQ2S,003jsjsu36S3FJ5A8A,
00vtEpLPRCfxDScACK,Responded,2024-07-02,2024-05-21T21:35:13Z,1,7012gLtQpc999YmQNW,003TzZeo9ark3IEAUI,
00v2VxtkA2xdfYLQCR,Responded,2026-03-08,2026-03-08T20:32:24Z,1,7010j7HiIFs5acMAA2,003Mu9tTXYgpE1bAC3,
00vYzEk226cX9wOA9Z,Responded,2024-10-31,2024-09-23T15:18:33Z,1,7019KuFdn10ijGjI2P,003ORY9JKXMEQh7IXH,
00vPUvVA97SC8HaYS4,No Show,,2023-11-07T15:30:50Z,0,701N6uFobcPgkYOQHR,003VtHtQNFfQs5iQNM,
00vHWMr3KHI0FCoYDT,Opened,,2021-06-01T23:47:05Z,0,701fmMnRrUO2XdcI3Y,003gAT9CwfsSaNnIGT,
00vmhodPUdkHT5fQPW,Opened,,2021-03-29T09:00:25Z,0,701QrvLj17YZ3rHQRL,0031zbyaheQNtduA6P,
00vRF0cnVc0JD6VQ0E,Responded,2026-01-26,2026-01-22T01:39:12Z,1,7017jaJGBUyVDFxICV,003y3BNukyu5OKBID7,
00vIBBroYVWxQwOAXG,Attended,2025-03-21,2025-02-14T14:27:06Z,1,701b2KXlxLkodl3QU6,003wvsZJc0jEbZ3I65,
00vK4dHxhimSa67QA6,Responded,2025-04-24,2025-04-07T00:30:37Z,1,701h4U4oQAUQUQiIO5,003Gqj5HefvdveDABM,
00vfmmP7dGJrBqFYJ6,No Show,,2023-06-05T16:24:13Z,0,701fmMnRrUO2XdcI3Y,003kCsx65ghko6fQ8Z,
00vMeYFmXHMEABPQ0E,Attended,2026-04-13,2026-03-02T15:47:22Z,1,701JAQrUVjwb0lkIRC,003cY6vpHkodggrI65,
00vGu1wR95xQ2I7YQF,Responded,2024-04-10,2024-03-09T09:16:08Z,1,701N6uFobcPgkYOQHR,0039FRof5ffyRlsI2Z,
00vnHgxsG13hQ5oQLX,Sent,,2023-12-06T17:00:31Z,0,701JHaYdXRA67thQMW,003km1KrLUTF6h7A5Y,
00vts99JGEIJqgmQLL,Sent,,2022-03-26T12:54:33Z,0,701Ovn0zRu82vOpYLL,003MU7FoAzObbaSY62,
00vkCEtTenTWWY3AAY,Opened,,2025-11-26T06:05:52Z,0,701AUP2DWX9vWyrQNF,003JIxQoODFL9M0IVQ,
00vePEdXf6C2JoeAS4,Opened,,2022-11-16T04:01:40Z,0,701DNuvDGEm4hghY4U,003UxhcN5TscpacAKO,
