Id,Roles,StartDate,EndDate,CreatedDate,IsActive,IsDirect,AccountId,ContactId
07kcsh909QBcC2PAJ6,Executive Sponsor,2021-07-21,,2021-07-21T12:15:21Z,1,1,001MT8Df5qbnGRWI8L,003gSItjdJa0xcXQ3R
07kYnvF76NTEmnfI3V,Executive Sponsor,2024-07-01,,2024-07-01T23:41:10Z,1,1,001Tn3lq2OpXiyaYCN,003VZgg2JnsRE6JIPN
07kRq68W5KtRCv9Q0X,Business User,2025-12-09,,2025-12-09T17:05:30Z,1,0,0012haS0btkfmnOAWP,003xOJfhbxtP2TZYJZ
07kYOR1WFaNa3mOYD3,Evaluator,2023-10-15,,2023-10-15T18:12:06Z,1,0,001yWq2JW5BZvvMQ0L,003aMwKdhCyWygqQZE
07kz9xgaVtjsqwbQEU,Decision Maker,2023-08-24,,2023-08-24T17:49:02Z,1,1,001aRI7kJhlvTf0QY9,003rN87YQtO4m2UQGR
07kqjuiNNZxkvc9YN2,Decision Maker,2022-05-26,,2022-05-26T20:42:57Z,1,1,001rpVRMvKUYUnZQWY,003Jimyj4FuxQX8Q32
07kg6T45Igke2C3IK0,Executive Sponsor,2025-05-18,,2025-05-18T21:41:30Z,1,0,001FVBcrH6719XQAUS,003gBl0zvJ8uI8jIJ4
07k8xLwKOAUNj8uIFV,Decision Maker,2021-08-16,,2021-08-16T23:07:35Z,1,1,001Ra45bI6XkX2bYRW,0038MGXa74agJHTAYC
07kliqLnRD6cmeCQF1,Evaluator,2024-07-21,,2024-07-21T22:06:54Z,1,1,001sAtRqmoa84s0IBV,003OLihz2AMqMbpQ43
07ku7U6ycgrYlKKYDO,Evaluator,2022-11-09,,2022-11-09T21:57:49Z,1,0,001We3no8uGmxSIY96,003JiQDqPoDL4GoQTM
07kHUbg35aNehQSY8P,Business User,2023-03-19,,2023-03-19T22:16:03Z,1,1,001yQSD3rwvt3ZBAV9,003n1jeyVachCmzIYQ
07k2fjKWC166aAaALO,Decision Maker,2023-04-10,,2023-04-10T09:21:48Z,1,1,001C3SilogoPTPGIWX,003IDTX7DAlirrmQR1
07k9lYxCGcGiWABA8K,Evaluator,2021-04-17,2022-05-23,2021-04-17T22:01:56Z,0,1,001ExSAKzk0AhqsIN2,003LlJq3Dr4OalLYX7
07kFL0vdjIn1KZ9A9R,Executive Sponsor,2023-10-16,,2023-10-16T12:02:40Z,1,1,001ygA3FAG75gTTAXO,0038hPjiyLY5KZaIZG
07kZZAHhk8hmCBhQN8,Executive Sponsor,2023-05-22,,2023-05-22T09:49:20Z,1,1,001ev39cBq0xejNIY0,003Po8fzH5EDEzmQWJ
07kwst4JcnkheYAIIR,Executive Sponsor,2024-03-02,,2024-03-02T00:02:54Z,1,1,001o5vm8lqkBKW6I3B,003W4DKHKXcD4DQQF7
07kgTVeKssp1CspIA8,Decision Maker,2022-06-07,,2022-06-07T05:10:33Z,1,1,001iMYD4nOjTT4yIZO,003SiNJ0mE2Fz5qQP2
07kcYaloOPbOq0lY2H,Executive Sponsor,2023-04-04,,2023-04-04T00:32:19Z,1,1,001iIp10CH2rdjrQCH,003974zjDXazCjRQDS
07kUQJi4VJti6OwYDV,Evaluator,2025-11-13,,2025-11-13T23:37:26Z,1,1,0010jBSxx9cNJfJI6H,003WuzwyGGrq7mkQSD
07kA1Qx1FaO2LAsYNW,Decision Maker,2023-05-07,,2023-05-07T12:12:47Z,1,1,001FzQ1Vu9hM4AsIVS,003ZUibBYGq8ojsIPW
07k2FqImmR2TamNI6B,Evaluator,2021-05-14,,2021-05-14T21:28:48Z,1,1,001F0saAL86T3h5IUF,0031u8vbGWa7ODyQZ7
07kHkFeuKYcy64pY8G,Business User,2021-06-24,,2021-06-24T13:50:27Z,1,1,0012haS0btkfmnOAWP,003f4ot3tLycXfwQM5
07kKw2y9v6uCi5OAFE,Evaluator,2022-08-23,,2022-08-23T10:15:04Z,1,1,001KKAmmyUimvp7AGR,003i9MWMtK9HnOPIMJ
07k8aHSVEfjCIcNAOG,Decision Maker,2025-06-26,,2025-06-26T10:29:31Z,1,1,0018wiQDxKxpFvLYGU,003WY4K47MBpHinAFL
07kG0G8H8NSKpLAYZ5,Decision Maker,2025-01-11,,2025-01-11T16:48:15Z,1,0,0012Mm2CXMo3FSXAIK,0037hhldh7dgr24A9I
07ksu9h4VoAqcBbYKW,Executive Sponsor,2021-12-23,,2021-12-23T05:28:19Z,1,1,0018fHG08zFMfdsQ4N,0037DHIzOna6KtJY2L
07kmoUzcHmQpXBZQ2J,Executive Sponsor,2022-07-10,,2022-07-10T21:18:03Z,1,1,001ULaAYdBnWIytQCT,003PDVgkuWRXxQKQ3C
07kIiWDZVLhyGC5AQP,Evaluator,2022-05-08,,2022-05-08T21:20:25Z,1,1,001b6p7wMuocXZFIKR,003XFY8sQ1Ay3yuY27
07kvLeFdbMVI25UY9S,Executive Sponsor,2021-12-23,,2021-12-23T16:13:57Z,1,1,001eMGa7Y6CNd3wIQE,003FcpyE4mMX4QrYXE
07k8zaeBkxPLdZUINE,Executive Sponsor,2022-01-13,,2022-01-13T15:55:21Z,1,1,001EM3ljRRvtOqaQZO,003j2jAFojW9qjMQDM
07kMB9e7d3qQNcpQ8R,Business User,2023-08-01,,2023-08-01T15:16:52Z,1,1,001GjfBhJ295BInY2G,003fyOha2wZud4VQJ2
07kBK75IauopdNGQ7T,Executive Sponsor,2022-07-15,,2022-07-15T15:47:07Z,1,0,001Mpzq9x2yVI5HAED,003RKx4RYpV8PObIGS
07koxQ6khy2tR9KACA,Business User,2024-10-09,,2024-10-09T23:27:45Z,1,0,001g2MhymLdN59YQJG,003hNF3GvpEpAzWIEV
07k7L6QQ8VGLbfOQZ1,Evaluator,2023-08-15,,2023-08-15T08:33:44Z,1,1,0018fHG08zFMfdsQ4N,003CgiJvxFSJcNTYAN
07kt06a5iKZF2CnIVF,Decision Maker,2025-11-22,,2025-11-22T05:51:13Z,1,0,001Yuy98mwACfhVANS,003eYKBdQULHzTsAGR
07kqyWLwVhDjJ7wQDX,Evaluator,2024-10-17,,2024-10-17T00:41:08Z,1,0,001HPdcdRz4xhIHI7A,003Hft4JMPdcICEALJ
07kLiP0h3kgNiTTA03,Decision Maker,2025-05-08,,2025-05-08T12:41:03Z,1,1,001BH0vNAlwEWFXALI,0030KKuMuOgqfrFIK3
07k9idobz02MjimQAY,Business User,2022-08-31,,2022-08-31T04:08:10Z,1,0,001pTLwbTFSx0AVIHA,003VxcdBObSgXOoYQB
07ks7btaDBa8QbiIHA,Executive Sponsor,2021-10-08,,2021-10-08T21:56:42Z,1,1,001kC1LlUdj8c3zY68,003S0zQPftBY4rtA8O
07kLdtnWqoPJ1ULQRY,Executive Sponsor,2023-08-23,,2023-08-23T01:47:52Z,1,1,001WHkVb04B78wfY3Q,003FbR5EW5J2ZzlQZL
07kStqu7FLLnFZZQDU,Business User,2026-05-21,,2026-05-21T08:53:31Z,1,1,001oTVBgpJb5kxRYJO,003UY2oCkarj96lQDX
07kO71UHRtyR1suA1Z,Business User,2026-01-28,,2026-01-28T05:12:54Z,1,1,001ckBA83DHLBWZQQX,0032d55Lu3aGP4UY02
07kIQfulPBIargdI8Z,Evaluator,2024-01-18,,2024-01-18T15:54:12Z,1,1,001CfmgfK8c5I6aQSB,003NgOuqAjnhAZhAIW
07kdlbzQ0ZbMBoeITM,Executive Sponsor,2023-08-03,,2023-08-03T01:08:32Z,1,1,001I5KBo2Mtskg9I6K,003G1xx6KqMl4esY76
07kLFiHeBa6lYbiYTV,Decision Maker,2021-01-16,,2021-01-16T20:18:16Z,1,1,001kC1LlUdj8c3zY68,003lB2NenmLqpSgANW
07ki8J4MIUuElnFQGO,Decision Maker,2024-02-09,,2024-02-09T03:46:23Z,1,0,001RxHpen37aRbGQYJ,0034zSxLgVmoVOHI64
07kKj4dbzss4gGHAL3,Evaluator,2021-12-29,,2021-12-29T19:06:04Z,1,1,001th7qwAjYM77cYBH,003MzEjs92OIMruAGM
07kgIzY3ivtuvluQJB,Decision Maker,2024-01-19,,2024-01-19T12:57:47Z,1,1,001avRKkn0zGBkGQ4J,003ezCyox7B4VHNAOG
07kkVDesa7s6C9xQ4Y,Evaluator,2025-02-12,2027-04-24,2025-02-12T14:33:11Z,0,1,0011qafIoKOaGWeA3A,003ehZ3DBIJah9fI53
07kIEbVe7pnYsukASE,Decision Maker,2026-03-17,,2026-03-17T14:22:27Z,1,1,001O8ZWUKMYoipYYQ7,003OLihz2AMqMbpQ43
07kl8fXNNQWANdrYDM,Decision Maker,2024-04-25,,2024-04-25T11:29:13Z,1,0,001mGDaaFm0faepARX,003tX2zwAt1G4xqQVK
07kk7rPP0zTU3KpIQZ,Executive Sponsor,2023-04-01,2024-12-24,2023-04-01T09:28:40Z,0,1,001LW8OXe6IEB5RAZR,003xKpYjRI45OxiI97
07k1yhtDKh9Q78KYYC,Business User,2026-04-15,,2026-04-15T08:23:18Z,1,1,001CAfL4eM9INwqAJY,003PePWYVD4dIBvQ7F
07kXNi8vejyXLNaQXW,Executive Sponsor,2023-06-17,2025-07-08,2023-06-17T08:07:44Z,0,1,001paldePwcfVa7AJJ,0038m4S7TpRnSUYIZD
07k6vxq5vxfbDCKQ2Q,Business User,2025-04-10,,2025-04-10T23:36:59Z,1,1,001iIp10CH2rdjrQCH,003VMr2dUUitVLPA5B
07kb0j0TEauGwm9YAQ,Business User,2022-08-07,,2022-08-07T07:28:19Z,1,1,001tGz7asrOtBm8A2Y,0039rEoLX65XSqVAZH
07kc7tMRyflVodwY94,Executive Sponsor,2026-04-27,,2026-04-27T23:06:32Z,1,0,001vnn1W5RPN0LPYO8,003S3Xzjr6c05vhYJG
07kwvmAnZjbK6hLAFW,Business User,2021-04-19,,2021-04-19T07:59:14Z,1,1,001ckBA83DHLBWZQQX,0034zSxLgVmoVOHI64
07kPvBSFSbpHchMICT,Decision Maker,2024-07-19,2026-05-12,2024-07-19T14:20:29Z,0,1,001qh75A7jHuE1EI0O,003wxcMknbhQxSeY78
07kbJKpNCQIyy44IBF,Executive Sponsor,2025-12-16,,2025-12-16T02:44:45Z,1,1,001Yuy98mwACfhVANS,003FleqxJrSVsQzIBE
07klWIEr4saHTacA6G,Decision Maker,2023-11-18,2024-06-11,2023-11-18T17:38:42Z,0,1,001fMh8uolW6mc4APL,0038KaVYDLfphloIAC
07kG5ExS6slgRccANN,Decision Maker,2024-02-27,,2024-02-27T15:19:35Z,1,1,001Y7WfxpecwwzUQ8R,003L52iGUSEULYIQTF
07kF1itBqfw02XqY1H,Decision Maker,2022-07-25,,2022-07-25T04:50:11Z,1,0,001lppe6kqinEz1A7H,003dgi6puTJVuS7QB6
07kZBpvZBx0lDvhAP7,Business User,2022-05-14,,2022-05-14T17:37:40Z,1,1,001F4OLdqq7HlXbIGG,003KbhyQIJhcY5vI43
07k4Dfvf7yRng9GARS,Evaluator,2021-02-07,,2021-02-07T21:16:12Z,1,1,001Y94eVbSCMZThYRA,0037F7ZQVrLuk6jA5E
07k7DNggySg5HK2ADS,Business User,2021-07-02,,2021-07-02T13:58:00Z,1,0,001ULaAYdBnWIytQCT,003bl7ZTq6k6vEDAIG
07kAE9CbnlsG4bkQJS,Decision Maker,2022-07-06,,2022-07-06T07:48:35Z,1,1,001WHkVb04B78wfY3Q,0033cD3226r2rt9AGL
07kuILdRwBf9k9AYMT,Decision Maker,2025-01-13,,2025-01-13T00:19:08Z,1,0,001OLdGcwV4anrfQXZ,003FD5dV6K3l93CAIJ
07kSt4IOEfS2cQwA0K,Decision Maker,2026-06-15,,2026-06-15T12:31:18Z,1,1,001gcyiBi1aOx6uAJ7,003xWEC3pwie7oEY82
07kw4cN3qrwZkvkQR0,Executive Sponsor,2025-05-12,,2025-05-12T07:23:28Z,1,1,0017FKGliyo6JRUQT3,003tAWyOTIA1gd2YAN
07kNBdOdsWMfHGaQO0,Evaluator,2022-08-23,,2022-08-23T00:56:20Z,1,1,001C3SilogoPTPGIWX,003lHeTJz2Li1ufIFV
07k1EPhVk9JCKS6YIQ,Business User,2022-04-09,,2022-04-09T21:15:25Z,1,1,001CAWJWrCJUDD2Q42,003RQmxBmgXrTwhQ30
07kRvLRezSC2QmiA68,Business User,2021-05-26,,2021-05-26T10:09:20Z,1,1,001zDxxuW7kQ4BrAGJ,003t60ZdAVywrDrQTA
07k1dlaW5XoM7poIJY,Executive Sponsor,2021-06-28,,2021-06-28T01:03:51Z,1,1,001e9z8TRFaUOARQMA,003DxTzriaBcycZQE2
07kzpMsJQMORvSCYFS,Decision Maker,2025-07-17,,2025-07-17T16:56:35Z,1,0,001oowXHzEaXod1YS1,003iGzeGq7EA63fI29
07kOyKvFkrVguN3YBU,Decision Maker,2023-08-10,,2023-08-10T07:54:58Z,1,1,0014pV3Hc4QcEQfYGG,003uhAfHhn2QyORAOH
07kC3OgfkfkD6SjYAB,Evaluator,2022-04-23,,2022-04-23T15:42:21Z,1,1,001bEjr0cyFC7SBAXL,003WQXTOvKqXc2IQNR
07kvt3BlbE9ZhKGQJ9,Executive Sponsor,2023-06-02,,2023-06-02T14:06:39Z,1,1,001iWJjSJhQ7PeuAR2,003bBurZT3jFyReYX3
07kUzJuuz6YP8tXI7W,Executive Sponsor,2023-02-15,,2023-02-15T19:38:04Z,1,1,001Incobp7HHs7MAA7,003EksnMRiNmAioI92
07k2QMgnrkqmj5SY8X,Executive Sponsor,2024-09-03,,2024-09-03T12:16:58Z,1,0,001Rc1LJzjoerNoYJJ,003uqaPRAYt8PdlQOW
07kVOiFDkah8RVeYFE,Decision Maker,2021-11-07,,2021-11-07T04:25:26Z,1,1,001GbztdrMfr2gJYIG,003ZGqrnGM2bGAFY4D
07keXOW2kddoxRWISC,Business User,2021-10-21,,2021-10-21T19:59:04Z,1,1,001xWEEO3zOAo9KY3S,003VQEQW8tSDA0kQC4
07kle63tsyRQtQ0YD3,Business User,2023-06-14,,2023-06-14T22:29:49Z,1,1,001aRI7kJhlvTf0QY9,003CRDYjsTHsCzzYF5
07kryI4o2w87xfPY8H,Decision Maker,2023-07-03,,2023-07-03T08:46:17Z,1,1,001iMYD4nOjTT4yIZO,003DY4Vr4QymuaUQLH
07kUr9EPx3ECQikIZS,Business User,2026-05-02,,2026-05-02T18:07:45Z,1,0,001ygA3FAG75gTTAXO,003VTvmrlQmQQa0AKQ
07kUZ6hWnMJk9PeIPL,Business User,2023-12-01,,2023-12-01T13:49:38Z,1,0,001OLEw0xIyryQpQ2X,003gAT9CwfsSaNnIGT
07kBOPWXQgXk5ZmY0J,Business User,2022-03-07,,2022-03-07T11:10:33Z,1,1,001raw2VDD9p9udA5N,003ZRmXunaCM7ErY90
07k8tBDXk2fyOA4QQD,Business User,2023-11-09,,2023-11-09T23:50:46Z,1,1,0018haifivYezP7QUH,003q1LR3e4U5b7BAQM
07kaAXQSjfDKcIoIWH,Executive Sponsor,2021-05-29,,2021-05-29T06:46:22Z,1,1,001bEjr0cyFC7SBAXL,003bcFNWvsjSrWOYHB
07kfXGqF9Pt10xeYN6,Business User,2024-04-17,,2024-04-17T00:53:03Z,1,1,001ckBA83DHLBWZQQX,003jOQJspY5rCJrAQO
07kETjg7YYWbcIMQ2K,Decision Maker,2021-07-24,,2021-07-24T06:58:41Z,1,1,001jIiXAhBEHXIPYQP,003GweaslhRRyCLI5I
07k5KvxmTnri34RQYD,Executive Sponsor,2024-12-24,,2024-12-24T16:55:02Z,1,1,001IqN1uANorRv0AGO,003IVW7t4JubGXDYGE
07kHwGKYRaIqQCEA2K,Decision Maker,2023-05-22,,2023-05-22T07:40:30Z,1,0,001cnLEQk5pZMibQH2,003aRX3YU6VR4QpQZC
07kXUkvWvNRqOiIIL4,Evaluator,2025-04-24,,2025-04-24T10:08:03Z,1,0,0010APGD8asQ2PkIS9,003aEeT2ZLB8w2iIML
07kch87IX49bLreY98,Business User,2021-07-31,,2021-07-31T22:13:48Z,1,1,001Z9FmqrbfBXeVI9A,003e04AIBihHU6ZIAM
07kqboGyCFaUl1tYXX,Business User,2025-07-08,,2025-07-08T00:39:13Z,1,1,001z1doamdywpaZI4C,0039kLvgxKq4hD9IUA
07kbSfYKx1Q5fBVYBK,Evaluator,2026-05-11,,2026-05-11T17:32:49Z,1,1,001kgFF0qALhnGGYD4,003KqBug3b1B6QlQE9
07kPNhX3GKH7uX9A0E,Decision Maker,2024-06-28,,2024-06-28T06:08:29Z,1,1,001dst7EZIkJP6gQAU,003g8C7MPRmlNHTYYN
07kPbUd9Tl3fERTY5T,Evaluator,2022-08-01,,2022-08-01T22:30:58Z,1,1,001jIiXAhBEHXIPYQP,003bzqCPhHkdWt9INI
07kAVOACUXlVesiQSL,Business User,2023-04-29,,2023-04-29T15:17:46Z,1,1,001ClNAQA1Xn4fUINT,003oeoe9jMRJtsFIXM
07kgGjxQZmYkYp6Q5V,Evaluator,2026-05-11,,2026-05-11T22:45:37Z,1,1,001lppe6kqinEz1A7H,0033SEdevRo9e7GIBC
07kyRUZ3zB3hb4SAIB,Executive Sponsor,2023-05-21,,2023-05-21T09:59:16Z,1,1,001KtASdr5CCsaYA3B,003NaKmR8suQAnkI7R
07kQ8FwDme2PDsUI22,Executive Sponsor,2023-04-05,,2023-04-05T15:18:38Z,1,1,001KtASdr5CCsaYA3B,0031mDngmYeD5xrIKU
07kh53AZqBUp28vY6B,Business User,2025-04-27,,2025-04-27T19:24:50Z,1,1,001qxvOxGkxKlKoYCS,003EGUHqPYObg5zQF1
07kvBLiycHHh1O4IBF,Decision Maker,2023-11-25,,2023-11-25T20:07:15Z,1,1,001FChipDL8FyVaQQG,0032Dq1RpC8fn19A4A
07kPOiSRIXU1zlYY6O,Business User,2022-01-02,2023-11-10,2022-01-02T21:11:29Z,0,1,001rvlO3y0uELfOAW4,003Xe5rt4wZIpq2YTG
07kFgLdd9ow1YtnY0H,Business User,2021-02-07,2023-03-10,2021-02-07T17:23:07Z,0,0,001sriFmgu6lhqcIL6,003QfRPBunwS0dvYKE
07kktYdTbFIsSVQQYB,Executive Sponsor,2024-02-03,,2024-02-03T15:02:52Z,1,0,001lpuGrFmSTBnuY0M,003iMhFEz9vvPp9AEG
07kX1PucnQ90CRNI86,Decision Maker,2025-07-15,,2025-07-15T06:23:54Z,1,0,001CobSEZTi3dLCAGD,003vzIhgcdGo6WyA8L
07kca43CCVL6A0SID3,Decision Maker,2026-05-03,,2026-05-03T15:51:42Z,1,1,001gDwR4bq40bkiQ0U,003CrWnoDeTyHhVYCB
07kG9dJGLXn2FLrAHM,Decision Maker,2022-03-28,,2022-03-28T19:07:01Z,1,0,001vywMtDWYqGORIQP,003wj4aZ1eHyznPQLH
07kYusIoxdojLslQP7,Evaluator,2023-11-13,,2023-11-13T16:22:20Z,1,1,001kgFF0qALhnGGYD4,003DGGaZmOdCBiTII5
07kNDlMClCInwusY7P,Evaluator,2023-11-29,,2023-11-29T06:42:49Z,1,0,001CmyWD3JXNdXOAM9,0039pUtDj0qneGfACK
07kGRBTJ5Plek49APF,Evaluator,2021-02-10,,2021-02-10T01:40:55Z,1,1,001X85qfzndbjPoIS1,003T85cJjM9kvNXI4T
07k7EOcrmG6jj26Y22,Decision Maker,2025-07-03,,2025-07-03T15:26:49Z,1,1,001oPLQgL6DtzXuQJ9,0032YUBb1deGb5cQNC
