Id,ServiceDate,Description,CurrencyIsoCode,CreatedDate,Quantity,UnitPrice,Discount,TotalPrice,OpportunityId,PricebookEntryId
00kQNZOEe6Iy00xINZ,2022-04-04,Synthetic Modular Lattice Data Platform Essential Zenith line item.,USD,2023-05-07T07:30:08Z,50.0,46180.72,0.0,2309036.0,006bSeYa8RGzU9LYYM,01ulv13FN8KIvguIY4
00knGkzIwfNKspUQS9,2024-05-01,Synthetic Precision Ember Cloud Service Premier Cobalt line item.,USD,2025-12-03T20:45:45Z,5.0,33654.86,15.0,143033.15,006zBlVXRON0pu2IAG,01uPNiaL1uUi0GGYQH
00ktLWg4510icEhAJ8,2021-09-13,Synthetic Quantum Vertex Data Platform Select Nova line item.,USD,2025-03-02T14:51:21Z,5.0,29972.89,10.0,134878.01,81tQaSgZobqPtS4Q5C,01ur28FnEV6DyiAA63
00krmeBttzFulMpI8E,2025-11-08,Synthetic Unified Orbit Support Vertex Zenith line item.,USD,2025-12-04T08:33:40Z,50.0,20687.59,0.0,1034379.5,72tGvZVTJcGCsPOQR7,01ugEm18KYgw8XgQ0P
00k5aIOXzzKwfBSQ1A,2026-01-22,Synthetic Adaptive Foundry Data Platform Enterprise Horizon line item.,USD,2023-05-28T02:38:48Z,1.0,11090.25,20.0,8872.2,006zQjIW1wpr9UTY6I,01ugTFHnbRbEb6pYO8
00kAKcHQG96lPdQIKG,2026-01-26,Synthetic Dynamic Beacon Data Platform Professional Pulse line item.,USD,2024-08-11T16:30:08Z,1.0,46686.78,10.0,42018.1,510XlKVyPMJxen7Q4V,01uxBOSSGFE4iEUA5A
00kX72RgSXOH0YYQQY,2021-08-30,Synthetic Elastic Pioneer Cloud Service Standard Atlas line item.,USD,2022-05-15T08:54:19Z,25.0,23989.78,10.0,539770.05,006E4scDKGSPsigIW3,01uw9PVgWwT4QAvAVE
00kti6qbXc9YC2QI5U,2022-10-09,Synthetic Modular Harbor Support Core Ion line item.,USD,2021-02-16T23:47:39Z,50.0,27769.62,15.0,1180208.85,00631F4ooCdwrqsY33,01uSCBxTDtONjgwIFS
00khTOGxIz1B4bnQ98,2022-09-20,Synthetic Precision Compass Advisory Enterprise Solstice line item.,USD,2025-01-24T11:21:19Z,5.0,47509.2,0.0,237546.0,0202YwTxfMWSyIKITV,01uDxDHTCck90xtYDM
00kZ1N7bAsOy30uYDW,2024-01-20,Synthetic Quantum Summit Advisory Professional Aurora line item.,USD,2026-04-24T10:55:00Z,2.0,28862.28,5.0,54838.33,006ErIOxrMEwQt4QIS,01uoPNLXLbZVKlOIY9
00k4ItGHceRwbTCIMT,2025-11-21,Synthetic Unified Lattice Cloud Service Standard Ion line item.,USD,2023-03-22T06:36:00Z,5.0,8629.21,0.0,43146.05,006OqIWWEYdLNVbIVD,01uSfOdERukYhY3ICH
00kmQd6bXt3WbwuQCW,2024-11-14,Synthetic Adaptive Ember Advisory Edge Vector line item.,USD,2026-06-29T02:49:46Z,1.0,27979.92,0.0,27979.92,820Xs6GAlVCwBRZY73,01uOyGLwPVbjwgxI0L
00kIwKyQuBhAElSQNM,2021-10-27,Synthetic Connected Vertex Training Foundation Cascade line item.,USD,2022-12-14T03:21:08Z,50.0,36211.39,0.0,1810569.5,816jvzLq14lW3XrIBO,01u7vqqvITrUHWRI8Z
00kKL97cCuIehUFQJS,2021-06-17,Synthetic Elastic Orbit Advisory Scale Meridian line item.,USD,2021-01-30T09:56:57Z,5.0,39067.94,15.0,166038.74,511VHg0pbxkr9bRQ1X,01uysnau0KhTkwBAAW
00k1ai7T864LdXuAOF,2025-07-15,Synthetic Modular Foundry Hardware Ultimate Vector line item.,USD,2022-10-13T10:22:03Z,50.0,49432.46,10.0,2224460.7,00tvJH5KgpFjKEsYR9,01uN61feCVWYDNvA39
00kNy9yskNYKNdhIRO,2021-10-11,Synthetic Precision Beacon Cloud Service Edge Cobalt line item.,USD,2024-04-17T17:55:16Z,25.0,9575.48,15.0,203478.95,52tPmQukA58S2sxYT9,01u4dHsHv8wA4sGY7I
00kJSrfp5XL3sWtQ1G,2022-09-16,Synthetic Quantum Pioneer Hardware Foundation Nova line item.,USD,2025-10-21T12:58:52Z,5.0,48163.89,0.0,240819.45,700JRyKHqsq3xvxIRH,01uiOuapJc0w5rMI3Q
00kaueJyCQsZofwAAQ,2022-04-26,Synthetic Unified Harbor Cloud Service Scale Zenith line item.,USD,2025-10-21T23:34:06Z,25.0,4790.36,5.0,113771.05,006y6y6Yg6ct1lzQZO,01uoIM45i0DJHHHQCS
00kyUNRglTuLB9GQQK,2024-02-01,Synthetic Adaptive Compass Cloud Service Vertex Cobalt line item.,USD,2022-05-15T17:38:47Z,2.0,6583.6,0.0,13167.2,006on51X9OjF6OlQ4N,01uFMIhPjil3hAVQJI
00k0n25HnHBScdEYL6,2023-07-25,Synthetic Connected Summit Support Essential Pulse line item.,USD,2021-09-02T19:04:17Z,1.0,23833.85,0.0,23833.85,52tVa684KmyRYO8QUD,01uZvmxypRpoEQLYJL
00kIiO9FrekFci6ILK,2021-08-06,Synthetic Elastic Lattice Cloud Service Premier Atlas line item.,USD,2021-09-15T06:43:39Z,50.0,47720.06,15.0,2028102.55,006PSznioDwlktwQX4,01uBkydzyYz6EoPI8G
00kneKtGTgQmQcrQFD,2021-10-28,Synthetic Modular Ember Data Platform Select Horizon line item.,USD,2021-02-14T14:35:42Z,10.0,34078.58,0.0,340785.8,016646B4me1oKQSY7Y,01uSKO64CBXbxbQIV6
00kEYrUICsenqrDIVF,2022-06-25,Synthetic Open Vertex Training Vertex Pulse line item.,USD,2023-07-09T16:36:15Z,100.0,11636.45,15.0,989098.25,72iluT5eN6NWsjpI9J,01uzIgnyrtIIw55YLX
00koqdxK3AZKw60YA3,2023-02-17,Synthetic Quantum Orbit Advisory Essential Aurora line item.,USD,2023-06-20T21:31:38Z,5.0,25298.44,20.0,101193.76,006VxHY3176jKROAY4,01u71TYWHFtX08fYSW
00kD5sP0ZYg9vgII9O,2024-09-24,Synthetic Unified Foundry Data Platform Premier Ion line item.,USD,2022-08-24T14:53:30Z,10.0,15163.56,0.0,151635.6,501bkOpDbyTdSMSQS1,01u8mL9qFdT1EHNIM9
00kLwyoT1Aw79fWIKJ,2023-07-21,Synthetic Adaptive Beacon Hardware Standard Solstice line item.,USD,2021-03-26T12:57:26Z,5.0,42304.16,0.0,211520.8,006NP7nicN4ZuyJIAI,01uP7hA0q4EnjLrQBI
00k3s20tONi5X9BQSU,2025-04-09,Synthetic Connected Pioneer Support Core Cascade line item.,USD,2021-06-26T05:05:06Z,10.0,7445.03,0.0,74450.3,010zVx6chGDncbSYXH,01uwoyDD3mAFDZjI2L
00k6jzzAKknKoA0IYK,2023-08-04,Synthetic Elastic Harbor Advisory Enterprise Meridian line item.,USD,2023-06-17T07:36:17Z,50.0,23715.06,5.0,1126465.35,01t3uWsUwc7lErWQGB,01uysnau0KhTkwBAAW
00ks7fANybmvAfRQ9W,2026-08-08,Synthetic Modular Compass Support Professional Vector line item.,USD,2022-02-07T13:35:11Z,2.0,29194.16,0.0,58388.32,006sfIuTzJMiMVdAK8,01uSoqNuS1WuhQCQ4I
00km1MlaqWwIlqGITO,2026-04-25,Synthetic Open Summit Cloud Service Standard Cascade line item.,USD,2021-05-04T12:44:45Z,1.0,28395.31,0.0,28395.31,0061qThIuslKrF7IVW,01ulAUjRtN0XkWuANU
00kgNStmcTgm6pxY0X,2024-03-06,Synthetic Quantum Lattice Hardware Core Nova line item.,USD,2025-09-03T07:24:46Z,5.0,35412.49,20.0,141649.96,006Z3u7ppaB20gxQ0Y,01uZvmxypRpoEQLYJL
00kZNyh7Db4cu3VQLT,2022-05-17,Synthetic Unified Ember Hardware Enterprise Zenith line item.,USD,2023-07-11T06:08:15Z,2.0,31422.87,5.0,59703.45,50tDPsuDagUalCrIV2,01uAtGzObkdYuQCIKN
00kbCdPeiQYkZmxI80,2024-03-17,Synthetic Virtual Vertex Training Professional Cobalt line item.,USD,2022-08-05T05:06:20Z,50.0,26054.6,20.0,1042184.0,72ik8dNleqayzEcQHA,01ufpSNxKRDyqRXQ14
00k3js0Zp5Hf8iHAE5,2023-09-12,Synthetic Connected Orbit Support Ultimate Nova line item.,USD,2023-01-12T08:35:18Z,10.0,16566.76,20.0,132534.08,5218LcM3skmx3BSQLQ,01uqpR2yiWbBNPvQ1F
00khEQSmi08y0RqIK9,2025-11-28,Synthetic Elastic Foundry Hardware Edge Atlas line item.,USD,2024-12-06T13:58:35Z,2.0,43068.27,10.0,77522.89,0068FKYj028bRBGQJH,01uDi1J1QfUnVVdI0W
00kcNRbjDfhOppeYFV,2023-03-18,Synthetic Modular Beacon Advisory Foundation Horizon line item.,USD,2025-01-18T20:06:38Z,5.0,22926.13,15.0,97436.05,02iyHkDSFwt3CjhYF8,01uSKO64CBXbxbQIV6
00k6ES34XVeuo61ATL,2024-04-15,Synthetic Open Pioneer Hardware Scale Pulse line item.,USD,2023-08-29T13:45:34Z,25.0,3200.11,5.0,76002.61,80tIkHrltvUIWqOY13,01u83TjBu9Aky6iYEW
00kFA0stCjqDpUMQ1J,2024-10-07,Synthetic Quantum Harbor Training Ultimate Atlas line item.,USD,2022-10-29T15:52:14Z,100.0,21632.12,20.0,1730569.6,00tvJH5KgpFjKEsYR9,01upxnXBNqcskQpY34
00kjF2KNWHuXuUnQ3Q,2021-08-29,Synthetic Unified Compass Support Edge Ion line item.,USD,2025-06-11T03:56:20Z,10.0,23178.55,10.0,208606.95,8109Mf3g1wQLaZVIXY,01uQ3sPvOW1wcPjYG3
00k0OKTAiC17A4eQMS,2025-09-03,Synthetic Virtual Summit Data Platform Foundation Solstice line item.,USD,2021-01-04T13:35:00Z,5.0,2096.98,5.0,9960.65,006Aur0tlVRnqgSQFM,01uw9PVgWwT4QAvAVE
00ka7raLUTolpPFAN0,2025-02-04,Synthetic Connected Lattice Data Platform Select Aurora line item.,USD,2024-03-27T19:23:01Z,10.0,32669.25,15.0,277688.62,51i2GeNDNtSqHb1QVK,01uOgtH6Q9DN1ajABO
00k2YwwQD9d3LZHYP7,2022-08-26,Synthetic Elastic Ember Training Vertex Ion line item.,USD,2024-06-15T01:58:16Z,5.0,17094.6,0.0,85473.0,816DaGwevVKHATLIK3,01uDFeYaSqYs9sRIRH
00kQA4X7vIO2s5BIOB,2025-11-03,Synthetic Integrated Vertex Data Platform Essential Vector line item.,USD,2021-12-07T08:33:20Z,100.0,47403.01,20.0,3792240.8,800QbKDcVxtNcdnI6F,01udgTvVhmyD0afAZM
00k4tbuWdJYxbcOQAG,2023-05-30,Synthetic Open Orbit Training Premier Cascade line item.,USD,2026-02-09T22:49:36Z,50.0,42210.86,10.0,1899488.7,006csbwE77CaSuXQOW,01u4GnyBkjhiE9TAMV
00kA8wElgr7rroFQQJ,2023-04-23,Synthetic Quantum Foundry Support Select Meridian line item.,USD,2022-09-07T01:23:36Z,2.0,45448.62,0.0,90897.24,006rNyqk5g1Hm0EAMQ,01ulwZIpMmZ5fTrY04
00kHa6hXjaTuxyqQQ1,2025-10-03,Synthetic Unified Beacon Data Platform Vertex Vector line item.,USD,2025-09-22T02:34:04Z,5.0,2378.39,0.0,11891.95,020HoV5X6OcTr3rI9R,01ulVeriDBY0fFFAK3
00kuESTiEuxhrf9AU9,2026-01-28,Synthetic Virtual Pioneer Training Essential Cobalt line item.,USD,2022-10-15T23:32:16Z,100.0,47648.11,10.0,4288329.9,006Qa9Yby9ozfEbQ9V,01uybNfPLC9zk1iIPC
00kUK8vJGzhMe5SY0W,2022-11-19,Synthetic Connected Harbor Training Professional Nova line item.,USD,2022-06-01T22:01:33Z,25.0,43639.23,15.0,927333.64,006erXqFwh1NIFiQ26,01u2sFPzvtowgnJIBF
00kgo2ycMvdNhSFY6R,2024-08-24,Synthetic Elastic Compass Advisory Standard Zenith line item.,USD,2023-03-07T13:05:25Z,100.0,9311.71,15.0,791495.35,006XbSVM6Qu5YBiQFJ,01u7rR41zLCTZsaY2B
00kbs57UXaO1WmrYNL,2025-03-10,Synthetic Integrated Summit Training Core Horizon line item.,USD,2022-10-12T06:35:53Z,1.0,22946.26,10.0,20651.63,006aQoPPgaUNgRbYM8,01u2rujAAFZGq71AIQ
00kyni0qDMg3BLyAT7,2025-09-09,Synthetic Open Lattice Cloud Service Enterprise Pulse line item.,USD,2022-01-20T21:35:10Z,25.0,28673.79,0.0,716844.75,006wQ7Ukj2LoQvbAU2,01uuc5fKtP4ShVVAPK
00kRbl6FG81P1UCQUQ,2025-11-16,Synthetic Quantum Ember Support Professional Atlas line item.,USD,2022-01-23T12:54:54Z,2.0,4727.35,0.0,9454.7,006gAp3k0tp91QTQ8M,01u6KKbQZEsQD2mQJW
00kZhHv7wIdTeXzIZU,2025-09-21,Synthetic Rapid Vertex Support Standard Horizon line item.,USD,2023-04-04T14:24:35Z,50.0,7548.42,10.0,339678.9,006BdpwW25JZjQsY6E,01ubDRHyye1mNzMAMJ
00kMGwQhcSJQsOeI96,2024-08-25,Synthetic Virtual Orbit Support Core Solstice line item.,USD,2025-10-09T18:55:09Z,50.0,8911.04,0.0,445552.0,726hjCBUiRc6Z6NYQ4,01u9f9VUQ5RzdtLIHL
00kRBhJMlIxIVlrYM9,2023-07-27,Synthetic Connected Foundry Data Platform Foundation Aurora line item.,USD,2022-03-02T05:48:28Z,1.0,8947.93,10.0,8053.14,806oMmi8VuTjHdWQVR,01utZ03Ty4wkdAWA1Q
00ka2XCUS4XohBuQAQ,2021-06-13,Synthetic Elastic Beacon Training Scale Ion line item.,USD,2023-09-28T02:08:05Z,100.0,46916.94,0.0,4691694.0,006g2tV35CFtIljI1T,01u5h0NfrvehTSoIIR
00k7sqckwGeCbj4I51,2021-07-25,Synthetic Integrated Pioneer Cloud Service Ultimate Solstice line item.,USD,2023-03-15T17:23:57Z,5.0,17409.61,0.0,87048.05,006Thn5SzoAO6IXQ7U,01uDEI2EKNbkqFhA9H
00kAXQe2rtLTODKI3I,2021-02-15,Synthetic Open Harbor Cloud Service Edge Cascade line item.,USD,2025-11-21T08:25:03Z,5.0,25828.05,5.0,122683.24,006NS7Cb71T2retY7N,01uva7ba3Azj8ILI8T
00kwl8yWkq5mGpPIE5,2023-12-14,Synthetic Quantum Compass Support Foundation Meridian line item.,USD,2021-06-20T14:35:13Z,1.0,4470.0,5.0,4246.5,50695DFUmYVrjrtYWX,01uRfvkN0HymA5HQXH
00knCKYjKZjl2kXQ2K,2023-06-18,Synthetic Rapid Summit Support Scale Vector line item.,USD,2021-05-13T23:29:25Z,10.0,47238.74,5.0,448768.03,80t37iypOi0vj92Q9J,01u3gOonB8t78PPYKF
00kfO0ZnVdMJa5QIWH,2021-03-17,Synthetic Virtual Lattice Training Ultimate Cascade line item.,USD,2025-05-08T06:16:40Z,5.0,16122.38,5.0,76581.3,006FAqMhkGUPiYaY9D,01uiOuapJc0w5rMI3Q
00kPPe0D9qf4JxYAEA,2023-03-11,Synthetic Connected Ember Advisory Essential Nova line item.,USD,2025-08-31T06:21:09Z,50.0,6168.53,0.0,308426.5,7107w2YsFXTaBbMYJI,01uoUHUXFK8KV8SIAZ
00kyouIEVI6i4zbYQZ,2022-08-07,Synthetic Dynamic Vertex Data Platform Premier Zenith line item.,USD,2021-07-13T15:51:33Z,2.0,29105.38,0.0,58210.76,006kynHTMifB4FlA05,01uIhUuersJ2EvwQDF
00kKwTJV6dszYaxIHC,2024-04-08,Synthetic Integrated Orbit Support Select Cobalt line item.,USD,2022-08-25T20:03:33Z,1.0,35492.06,10.0,31942.85,81ifOLG1ra92UnlQ70,01uVCXqrgCKU3tcIXU
00kgr4IxWHnMh5AQAY,2021-04-28,Synthetic Open Foundry Hardware Vertex Nova line item.,USD,2023-05-31T19:41:28Z,5.0,21379.47,0.0,106897.35,80ig0h44cCZ9guhILV,01uCWB5aWFw8B9nYGC
00kGJqj8ERCH7RlIGK,2023-11-25,Synthetic Quantum Beacon Data Platform Essential Atlas line item.,USD,2021-08-29T02:30:18Z,50.0,46474.55,20.0,1858982.0,510UTmIoMkdLeZsYYB,01ukgubfNSBfQYaIUA
00kUARyx3oCNmoOIBC,2024-02-17,Synthetic Rapid Pioneer Hardware Premier Horizon line item.,USD,2022-08-19T13:53:07Z,1.0,24486.28,10.0,22037.65,006sPuLpXoPN6D6Y7Y,01uFUzxKZQSFaPOQ1A
00kWR5acej9hQIFIV2,2024-02-07,Synthetic Virtual Harbor Data Platform Select Pulse line item.,USD,2022-11-22T23:31:13Z,100.0,22472.7,20.0,1797816.0,72tVidhjyDNNhDkQR5,01u2rujAAFZGq71AIQ
00kXNq5zl0TrgEDA2N,2024-10-12,Synthetic Connected Compass Hardware Core Aurora line item.,USD,2021-03-15T10:04:20Z,1.0,21534.64,20.0,17227.71,82iMTq96WLaRD1zAEY,01ujBc1EruOtg57ANE
