Id,Subject,Status,Priority,ActivityDate,Type,Description,CreatedDate,IsClosed,WhatId,WhatType,WhoId,WhoType
00T8mtR8eTHyZbw2Z8,Prepare proposal,Completed,Normal,2022-03-04,Call,Synthetic follow-up activity for CRM workflow testing.,2023-11-21T13:05:59Z,1,500TyDPH2Ju5MGMI2J,Case,,
00TScDRRe44F9cJM40,Review requirements,Deferred,Normal,2023-05-08,Call,Synthetic follow-up activity for CRM workflow testing.,2023-05-23T07:22:22Z,0,5005GHVtmCPkKRcA9X,Case,003TRozbZoPm9luQBT,Contact
00ThRJH9IIE5MdB2F0,Send workshop summary,In Progress,Normal,2023-05-21,Email,Synthetic follow-up activity for CRM workflow testing.,2023-06-29T20:36:51Z,0,701dYnYIqY2uFSNQNW,Campaign,003GweaslhRRyCLI5I,Contact
00TAU2xxTGM8gLl286,Prepare proposal,In Progress,High,2022-05-17,Call,Synthetic follow-up activity for CRM workflow testing.,2024-04-27T17:52:29Z,0,,,003rzl8QJiye2xyYHC,Contact
00TZjfAmVd4KDmbESH,Review requirements,Waiting on someone else,High,2022-01-29,Email,Synthetic follow-up activity for CRM workflow testing.,2025-02-27T16:14:13Z,0,02izWOGqfg0dxi1QLT,Asset,003ZxD9O5JnqIAYQDK,Contact
00TYr2koTC6MFVoUTI,Review requirements,In Progress,High,2023-06-28,Email,Synthetic follow-up activity for CRM workflow testing.,2024-09-02T18:13:32Z,0,0012tOpQ4NIa7RbIUI,Account,003j2jAFojW9qjMQDM,Contact
00TsopTSnrzCWieU3S,Send workshop summary,Waiting on someone else,Normal,2022-08-14,Other,Synthetic follow-up activity for CRM workflow testing.,2025-01-04T18:00:38Z,0,006t7dR1cWsHmILAD0,Opportunity,003I7Bgv5zLxifTI9W,Contact
00TkUDNLQVFpU3525P,Review requirements,In Progress,Normal,2023-02-20,Call,Synthetic follow-up activity for CRM workflow testing.,2021-09-25T02:09:03Z,0,001vuI7W5NKUSqVAGG,Account,003OnVQVbt2cOpYA2L,Contact
00Tsqb1GDWKsJMSUI3,Review requirements,Deferred,Low,2025-11-01,Email,Synthetic follow-up activity for CRM workflow testing.,2026-03-21T09:10:59Z,0,5001fwepBWA5a9AQZE,Case,003n4PysdqBrgwXIT1,Contact
00TnmCOKCrhj4i4EEP,Review requirements,Deferred,Low,2026-07-15,Other,Synthetic follow-up activity for CRM workflow testing.,2022-03-09T13:16:04Z,0,,,003pLHDBsvaSNsGQ3J,Contact
00TxZsN1zU4gD0BUBR,Review requirements,Not Started,Normal,2025-06-20,Call,Synthetic follow-up activity for CRM workflow testing.,2025-12-11T10:22:57Z,0,5113O7OhVyVpRRPISJ,Opportunity,003FIVmek07UaeQASM,Contact
00TlHghHomR7LId2OH,Review requirements,Deferred,Low,2024-08-19,Email,Synthetic follow-up activity for CRM workflow testing.,2022-08-31T13:28:41Z,0,02ipvKudlT5HYG0I7R,Asset,003Askqgi8RnpSJYJS,Contact
00T9jmPMxNgZvrhEKM,Send workshop summary,Deferred,High,2025-07-27,Call,Synthetic follow-up activity for CRM workflow testing.,2025-06-21T11:22:39Z,0,001OyqT9LtQtE0fYGU,Account,003gekCFe076ACrQZB,Contact
00TB3p8F3DlBXVuUT6,Prepare proposal,Completed,Normal,2025-04-09,Email,Synthetic follow-up activity for CRM workflow testing.,2022-01-21T00:45:42Z,1,02innuEIwIS2IwIYZG,Asset,00QD7KZq4YcZLbJME7,Lead
00TWywvPNngf5MJUP4,Review requirements,Waiting on someone else,Low,2024-06-22,Email,Synthetic follow-up activity for CRM workflow testing.,2023-02-10T13:07:21Z,0,001FHyBhLc8CzxgIVO,Account,00QzHMoUzMzuv8NUN2,Lead
00TtFwBn4RY00eCM2D,Prepare proposal,In Progress,Normal,2024-05-20,Call,Synthetic follow-up activity for CRM workflow testing.,2026-06-01T23:44:42Z,0,500GNVrc6gXTxd1QMP,Case,003RrRSggJEjfUiQAM,Contact
00TO5k6OQ4zfkNe21Y,Prepare proposal,Not Started,High,2024-10-20,Call,Synthetic follow-up activity for CRM workflow testing.,2021-07-22T22:44:32Z,0,701i2j2Ro2oGSq7QE2,Campaign,003Vq9Ox7LeTk4GQP4,Contact
00TB99w5khrJ3rP2PU,Review requirements,Not Started,Low,2026-07-05,Other,Synthetic follow-up activity for CRM workflow testing.,2024-01-27T05:47:24Z,0,001dVg5Hd2ux7OeY11,Account,003JvekNEObXCPCYL1,Contact
00TVCcVDYDhSDGgU71,Follow up,Completed,Normal,2024-03-24,Other,Synthetic follow-up activity for CRM workflow testing.,2021-02-13T16:47:55Z,1,006wYYi8zWX9AwWQDM,Opportunity,,
00Tvz5ip84U3vpQU23,Prepare proposal,Waiting on someone else,Low,2022-05-25,Email,Synthetic follow-up activity for CRM workflow testing.,2024-12-02T06:10:17Z,0,02ib8TFIsq2hebmI4U,Asset,00QEldfA0jXQydJEOC,Lead
00TLpufgavPNwhEEUH,Prepare proposal,In Progress,High,2021-07-27,Other,Synthetic follow-up activity for CRM workflow testing.,2024-05-31T06:59:42Z,0,001SDonDyKHRDRwYPS,Account,003AqyY2IfcYiBkQLX,Contact
00TJAswU3ostJLAM2P,Review requirements,Completed,High,2026-02-09,Email,Synthetic follow-up activity for CRM workflow testing.,2025-05-22T15:45:46Z,1,500yArYD9MsIccsQ0B,Case,003KbhyQIJhcY5vI43,Contact
00TxJb8dF7zIMY52BE,Send workshop summary,Waiting on someone else,High,2026-01-03,Call,Synthetic follow-up activity for CRM workflow testing.,2022-11-11T02:42:28Z,0,,,003cXEiEfiPaRQlAUB,Contact
00T6REyPShzD0E42MR,Follow up,In Progress,Low,2022-07-26,Other,Synthetic follow-up activity for CRM workflow testing.,2021-11-19T01:09:10Z,0,5004gW2JczLKzRcY3O,Case,003mvVQdkNBgEFkA0U,Contact
00TmHBY0qLnwsen2BT,Follow up,In Progress,High,2025-11-23,Call,Synthetic follow-up activity for CRM workflow testing.,2021-01-02T10:59:53Z,0,001pIL1pKCki17BQWN,Opportunity,00QTlxz8UGwcfV8U3D,Lead
00TBzYRNP9cT4QRE0E,Send workshop summary,Deferred,Normal,2022-07-09,Call,Synthetic follow-up activity for CRM workflow testing.,2024-01-02T18:59:29Z,0,001CnMOxOxVLCc3Q42,Account,003QrRvnnVKkSS9Y72,Contact
