Id,EndDate,Description,CurrencyIsoCode,CreatedDate,Quantity,UnitPrice,TotalPrice,OrderId,PricebookEntryId,QuoteLineItemId
802D5EXzJGPSGMzICV,2027-01-22,Synthetic order item for Precision Foundry Advisory Edge Horizon.,USD,2021-12-03T00:00:24Z,10.0,52008.68,520086.8,801eYvZSVB6lJXfQ9C,01uf54WuEpKCETsQX1,0QLJgEZdSuWOtZRW3R
8027IUcG8TOEawoYGR,2025-04-19,Synthetic order item for Rapid Beacon Cloud Service Foundation Pulse.,USD,2023-11-14T04:07:49Z,10.0,56114.64,561146.4,801lixCCwfp8p6qA1G,01upo6jpkSzQ18bY1T,0QL6W60Q2gp1GREGV6
8021cD0cKiRVeVsI7M,2027-05-31,Synthetic order item for Unified Pioneer Support Scale Atlas.,USD,2025-12-30T21:46:48Z,2.0,27243.63,54487.26,801oPyEiZkXGotKIXJ,01uUynsjnV7oAmSQMS,0QLzXJT9x85MwlXWNV
802NJYahQoIwrOmAZK,2022-11-04,Synthetic order item for Adaptive Harbor Hardware Vertex Horizon.,USD,2024-02-29T07:35:33Z,10.0,1395.76,13957.6,810xadwgfYTSBtSIEZ,01uT0mP0dgO3n7XQ4T,0QLwfB9wOmvRRkAONN
802xSGzrPBvGmIcQ5J,2027-03-15,Synthetic order item for Dynamic Compass Training Essential Solstice.,USD,2023-07-11T19:45:27Z,2.0,8828.33,17656.66,716BDdXnj9KoTRnQ8I,01uE6z8KW68KSVPQCU,0QLDFMQSSfD6pj1OOQ
802E9SjIOtdE6ksA94,2028-05-27,Synthetic order item for Elastic Summit Data Platform Premier Aurora.,USD,2023-02-14T12:43:04Z,5.0,29067.29,145336.45,801EMubrrcbPCSmIKM,01ualDWbU2nsHAyI4N,0QLGtFj7qgYsYlaGAS
802uY8wrgW6MGHsIDR,2023-12-29,Synthetic order item for Modular Lattice Cloud Service Select Ion.,USD,2025-11-21T05:07:44Z,2.0,39251.55,78503.1,801BAhLP1U4X1x9YEW,01u4seYYJRPqsrIITT,0QLKsMs62DbRdzLWWM
802IPBrhD4LraWvAM9,2024-06-26,Synthetic order item for Precision Ember Training Vertex Solstice.,USD,2026-05-11T08:23:39Z,25.0,34155.32,853883.0,801Fyo6wj2EOdVrI5Z,01ubVTXfBaCb01jAQV,0QLvFyZc6LlaXvCOH5
80253U1NXmKBT8VINU,2022-10-21,Synthetic order item for Quantum Vertex Advisory Essential Cascade.,USD,2021-05-21T10:04:14Z,5.0,28079.08,140395.4,801c47gZXmga2DpIIT,01uC4cTc6DjS24HIO7,0QLpMqokwrkK8XGGGR
802GmE8O25OQggtANO,2029-03-04,Synthetic order item for Unified Orbit Hardware Premier Meridian.,USD,2021-06-01T05:07:13Z,25.0,48871.14,1221778.5,8008MBXqOXYhLGiQE0,01u4o2liuGqb4f9YF2,0QLxklyuXLd3L1z4UP
802Nsw11o4BYdFKQ6F,2022-02-27,Synthetic order item for Adaptive Foundry Hardware Standard Vector.,USD,2024-09-05T15:16:45Z,10.0,36857.83,368578.3,801Cisltk4eGaBxIVR,01u9wozxj76guXaYLT,0QL9GJUYNPbqMsyWYW
802EgHV7rvoyZ8KAM0,2025-01-03,Synthetic order item for Dynamic Beacon Advisory Core Cobalt.,USD,2021-04-15T19:32:56Z,2.0,18278.83,36557.66,801KpBlZCxWUlpNIN6,01uOceKBCLhfBYFQ99,0QL8HCrw8f3CMrNWNJ
802TxwFYOhEm4faQ3L,2023-09-04,Synthetic order item for Elastic Pioneer Data Platform Enterprise Nova.,USD,2023-03-27T12:22:42Z,50.0,32607.32,1630366.0,801dlLAEr0ozdvhY7W,01uPZWdNvBe5hqLIIQ,0QLLuBK5jR1uR3gWA9
802tmfDh39DRod5I8Q,2026-10-08,Synthetic order item for Modular Harbor Training Professional Zenith.,USD,2025-09-30T13:25:45Z,50.0,4393.43,219671.5,801CtnZUWytowUwANF,01ua3TAVCFZjGSRAIX,
802Z9Mva64Ky56wABG,2025-01-07,Synthetic order item for Precision Compass Hardware Standard Cobalt.,USD,2024-09-20T17:46:45Z,25.0,34416.08,860402.0,810U0ikkjudK62DI7W,01up9L1rMMIROsoYKL,0QLTCaBm1TgqJL7WLS
8023kjmExDWfWAbQZ8,2023-06-19,Synthetic order item for Quantum Summit Advisory Core Pulse.,USD,2026-03-29T19:02:29Z,25.0,8818.27,220456.75,801n1apHcszh9uaYRU,01uf54WuEpKCETsQX1,
8029y3G2yGO5xlTYNQ,2025-08-04,Synthetic order item for Unified Lattice Cloud Service Enterprise Atlas.,USD,2026-03-06T08:20:29Z,50.0,14484.9,724245.0,801KpBlZCxWUlpNIN6,01uvpBeHAob5K44IMR,0QLVY3yyYDkEVnJ4CQ
802bND4ftRHRrLOY6F,2022-04-02,Synthetic order item for Adaptive Ember Training Scale Horizon.,USD,2024-02-28T14:08:02Z,5.0,40699.29,203496.45,8016etspoFDK2grYWN,01utZ03Ty4wkdAWA1Q,0QLsyrnnI7bjmzqGNM
802TD9TkvddoE2hAFC,2029-04-17,Synthetic order item for Connected Vertex Cloud Service Ultimate Pulse.,USD,2025-11-20T22:24:25Z,10.0,682.74,6827.4,801oZud11DmYpb5IJ5,01uPVg8XMauyV0HAZ6,0QLjP5xKWkZnDVfGPX
802shitVI1VeWLtADD,2026-04-15,Synthetic order item for Elastic Orbit Cloud Service Edge Aurora.,USD,2021-04-08T02:21:18Z,50.0,32514.98,1625749.0,821aNmxGhIEucqMAGO,01uulmW4p1g5qS6Q53,0QLmedMC43KdrhtW3K
802BtsI1rUU6lHjQKS,2024-06-25,Synthetic order item for Modular Foundry Hardware Foundation Ion.,USD,2022-03-17T22:07:13Z,1.0,54380.28,54380.28,800I2BAjG5j3HslYBC,01ualDWbU2nsHAyI4N,0QLZJk7BL1aaNCqWPE
802DWcYad0AN2IkQOW,2027-01-17,Synthetic order item for Precision Beacon Advisory Scale Solstice.,USD,2021-10-22T13:14:50Z,1.0,15145.49,15145.49,801HZwB8PQKyl4DQNK,01uchoxiqj7a2N5YGA,0QLbD1m6GY3aq0NG7Y
802V97NA1aV07UkAD8,2025-10-24,Synthetic order item for Quantum Pioneer Cloud Service Ultimate Aurora.,USD,2022-01-01T19:57:32Z,5.0,46419.16,232095.8,801j2UK3QW8OIpFAMZ,01uSoqNuS1WuhQCQ4I,0QL4NWGMtNJ6tpw42Z
802kWN4Arg0EZiJI6B,2024-04-02,Synthetic order item for Unified Harbor Cloud Service Edge Meridian.,USD,2021-06-10T14:52:41Z,25.0,50615.49,1265387.25,801JWeqQNsS7tvRQRC,01ucauN3ZCRzObtAUR,
802VysoIS7ZVJBGQ07,2022-08-17,Synthetic order item for Adaptive Compass Cloud Service Premier Vector.,USD,2024-10-21T21:43:25Z,25.0,6285.46,157136.5,801yB0rr8Iq9tV0ID9,01u0LigxavQESk3IMW,0QLXu8jSOsk7X2xW28
80270ZG4eITsu6uAID,2026-09-10,Synthetic order item for Connected Summit Cloud Service Select Cascade.,USD,2022-07-29T18:09:34Z,50.0,37853.55,1892677.5,801Ix5IfBjFny02QHZ,01uhKGrd4fvOOHBIHW,0QLFsqXhyxmc1JPG99
80272e39BPrt7tuAZS,2023-02-02,Synthetic order item for Elastic Lattice Advisory Vertex Meridian.,USD,2023-01-17T14:41:16Z,2.0,11870.68,23741.36,8013Q0qDYhcGZUaIVO,01u5EtvZtLlKXRRYKN,0QLP9tZY1syhqe8O43
802DUdyoULwtm5JYCQ,2026-07-28,Synthetic order item for Modular Ember Cloud Service Essential Zenith.,USD,2025-09-23T15:22:16Z,50.0,39846.62,1992331.0,801wGTD0LbQ3cPzAJA,01utoYcksst2kIpYQM,0QLyzVoXtk0lKlYOCC
802jLZoSZwbkAAyQ4B,2025-01-22,Synthetic order item for Open Vertex Cloud Service Premier Cobalt.,USD,2022-08-14T16:00:45Z,5.0,11300.43,56502.15,801w3oymcoKkV24QGC,01uh03z6u8t52A7Q6A,0QLchqaxw4IdBluWZ9
802BswjTwDUiZ9sQH9,2026-05-30,Synthetic order item for Quantum Orbit Support Select Nova.,USD,2024-05-31T16:57:56Z,5.0,48074.13,240370.65,801hMKqm6FnOpBLIKH,01u2t5lHsuF16GgAD7,0QLNitXhVkM3Qv24CH
802ijoW9zUKkruSQP7,2026-09-11,Synthetic order item for Unified Foundry Data Platform Vertex Zenith.,USD,2023-06-14T22:57:13Z,2.0,39008.76,78017.52,801dprlrY0l5hWiYK1,01u0XyN46aLRUW6A71,
802T8cpjRMlnRRJQW5,2023-04-21,Synthetic order item for Adaptive Beacon Advisory Enterprise Horizon.,USD,2022-09-11T19:10:57Z,10.0,24778.47,247784.7,826alsYRNxqrb8TQT3,01ucktmDnpi6SA2IM7,0QL5Ob1n61nJDpwG21
802kepCQaa8wwHkQ7M,2028-04-18,Synthetic order item for Connected Pioneer Support Professional Pulse.,USD,2026-05-01T00:19:59Z,1.0,58524.16,58524.16,8016wTWVZsFaqh4IXT,01uWL8WfjnvfdWQIB4,0QLhvuBylI8T6Zo4LB
802pFhE5Fy4BgJKA3L,2026-08-09,Synthetic order item for Elastic Harbor Hardware Standard Atlas.,USD,2025-03-26T08:11:25Z,5.0,38498.63,192493.15,801cpVmrs5REV6AYII,01uugppu5drNWwvIF8,0QL0XI5zYt9B7KlWDX
802Ogq5YuNbI9qfQIZ,2027-08-02,Synthetic order item for Modular Compass Cloud Service Core Ion.,USD,2021-10-07T19:57:10Z,50.0,19269.26,963463.0,801u6wVS3qi9JmNIOB,01uJgiJCNK3WVkDAPN,0QLX9a4eY6d7nUTO4K
802FYoU4RJPU8gVQFU,2024-10-22,Synthetic order item for Open Summit Support Enterprise Solstice.,USD,2024-03-13T14:30:57Z,5.0,42538.89,212694.45,8017kiJcedWwxqfA8Y,01uC4cTc6DjS24HIO7,0QLOCoq19TGow3lOKU
802DHGkhvHteqFYY23,2029-01-13,Synthetic order item for Quantum Lattice Advisory Professional Aurora.,USD,2023-09-08T22:26:58Z,25.0,36559.53,913988.25,521o3uMkoTsHZH5IYB,01ux7L4peGUHJyjIEV,0QLJXfOBcBOo4ZuWJZ
802f1e8QdmDqPwnY8U,2022-01-13,Synthetic order item for Unified Ember Cloud Service Standard Ion.,USD,2024-08-02T08:13:34Z,2.0,8486.91,16973.82,801zs1yBssP5AQjQL0,01u5GtifNDPLBQJQCC,0QLwVGqBkXmbSOy422
8026WabmnsgrqR9Q6W,2024-07-10,Synthetic order item for Virtual Vertex Cloud Service Core Vector.,USD,2024-07-15T13:43:06Z,10.0,9990.72,99907.2,7217BhtKkPZU5QJA84,01uJLl4lsfShoyiQNW,0QLd5uL28fOF6pyWPP
802yukZlIQWDWzkA39,2027-03-11,Synthetic order item for Connected Orbit Data Platform Foundation Cascade.,USD,2021-02-23T01:24:17Z,10.0,59004.65,590046.5,801byWB1ax6qzxlIJE,01ul4xwXCBS1OStY9K,0QL5FFlFcrbyfrOG0Q
8023nl2pRNoZTIqY35,2023-05-13,Synthetic order item for Elastic Foundry Cloud Service Scale Meridian.,USD,2022-02-14T17:45:00Z,25.0,9344.7,233617.5,70ijypAaKAWlWOUYGK,01ueXc57ljWEIWFQC4,0QLHDiohzhYqiwSGS6
802iklPCj2MeljnQSP,2025-12-22,Synthetic order item for Modular Beacon Advisory Ultimate Vector.,USD,2023-04-24T17:17:53Z,2.0,46867.76,93735.52,826hHYoSdq0bC2JA0C,01uJbRaKkjlPvM3I63,
802ytbyQbvlFVBFYXG,2022-03-15,Synthetic order item for Open Pioneer Support Edge Cobalt.,USD,2022-02-18T00:44:55Z,50.0,34421.21,1721060.5,800p48vcD5sFZqaYED,01uPMxzxPanDeIoI0I,0QLHMYtZCP98lKwWSS
802e3c1ZMAvQnZdAGM,2025-09-20,Synthetic order item for Quantum Harbor Data Platform Foundation Nova.,USD,2024-10-18T17:49:17Z,1.0,12638.37,12638.37,8018ZF2AuklY0liIL7,01utx3xzWqOvLSGAHV,0QLEL3JzaKARWIQWBE
802sKamNn0ExV2wAMR,2023-02-02,Synthetic order item for Unified Compass Advisory Scale Zenith.,USD,2024-03-14T04:18:42Z,25.0,15086.1,377152.5,801gV5L8FusScvOYK7,01uiz7sGwHX5TE3AY8,0QLFz0Ct3o98VlYG6D
802YZDR6E6OG9tUAU7,2024-04-24,Synthetic order item for Virtual Summit Advisory Ultimate Cobalt.,USD,2022-10-01T19:02:27Z,5.0,50416.25,252081.25,801GkEmxqcR3OrTYGH,01uoIM45i0DJHHHQCS,
802T0h4BtTw5LgmA9F,2025-11-10,Synthetic order item for Connected Lattice Data Platform Essential Pulse.,USD,2024-08-09T13:49:54Z,50.0,8931.68,446584.0,801eYvZSVB6lJXfQ9C,01ut9jBZzSpsiCdICZ,0QLBhxb19Mal914ONX
802ybKdotOmu70KAIA,2023-05-31,Synthetic order item for Elastic Ember Advisory Premier Atlas.,USD,2023-06-09T10:40:16Z,10.0,51094.79,510947.9,811UTIaOO54SbdUIJA,01u7Uyv4WpNyTbeIGF,0QL9amN5tq7u2bjG4U
802V1U7vxz58Vt3QK1,2024-05-23,Synthetic order item for Integrated Vertex Training Select Horizon.,USD,2026-04-11T10:33:38Z,10.0,52670.05,526700.5,801jzZaUf6o692HYZ8,01uDz0Z4yrKt05CQDN,0QLwrlSZicOUNl649H
802h1EgrYztwAcOYDL,2022-10-29,Synthetic order item for Open Orbit Advisory Vertex Pulse.,USD,2025-09-18T11:08:10Z,10.0,26664.62,266646.2,720susxuGmjB8FsYC7,01uKyIWYakaLXXxII0,
802AgXzY5PF7KxjAPO,2025-03-02,Synthetic order item for Quantum Foundry Cloud Service Essential Aurora.,USD,2022-08-10T18:05:56Z,50.0,56174.76,2808738.0,016qwCAFG80w9EFAFW,01uc6d0PpSckL4kYOM,0QLncAPosOevSfTWEV
802dClbBzuRlFTEYC7,2026-04-13,Synthetic order item for Unified Beacon Training Premier Ion.,USD,2022-04-28T04:21:48Z,2.0,24565.91,49131.82,801klhsYWLGYKbzQ3G,01uGRqSyJsjiNj7YGL,0QLrhuFTnsyNW7cOLY
8020cApABgXy31HYY0,2027-07-24,Synthetic order item for Virtual Pioneer Cloud Service Select Solstice.,USD,2024-09-30T15:18:56Z,5.0,7328.51,36642.55,8106FjDlfsJJjsuALI,01uPVCZ4KnFJ50BYAB,0QLdehEfUu2VYrm4FN
802RSaAA7HGNxkDQ7V,2027-02-21,Synthetic order item for Connected Harbor Advisory Core Cascade.,USD,2021-01-26T22:29:13Z,1.0,43304.88,43304.88,801lSrj6U0wOe8cA6U,01uFa5jdtbk2jvnIRL,0QLkxUovUTyeIx6GVA
802b3pT7sMb95BFQ1S,2026-09-22,Synthetic order item for Elastic Compass Training Enterprise Meridian.,USD,2023-11-05T06:30:51Z,5.0,29149.61,145748.05,801AaLV3HZW5HpoA4A,01utHXQKP7wXfxpIGW,0QLSAvpelHwMrdnGJS
802LZhpcZMgpmgYI5Z,2026-03-07,Synthetic order item for Integrated Summit Data Platform Professional Vector.,USD,2023-09-04T04:51:31Z,25.0,3033.25,75831.25,711sjOMroMleK2ZIC6,01ue4CNRY8poPf7Y76,0QLvEyo3PavzGRCW0M
802ZxPtyPtrFnAfQUZ,2028-05-02,Synthetic order item for Open Lattice Cloud Service Standard Cascade.,USD,2023-03-21T14:29:09Z,25.0,49630.34,1240758.5,801wGTD0LbQ3cPzAJA,01uwpchl2gSzc8zISZ,0QLYJI7WqXv8rSy49E
802sSCXkDqnaBsAYJ7,2027-07-21,Synthetic order item for Quantum Ember Data Platform Core Nova.,USD,2024-11-16T04:26:00Z,10.0,37182.92,371829.2,801u6wVS3qi9JmNIOB,01uWiXi07rUIM5NQCX,0QLvelk3NmLQTrqG9G
802D2Z6MLwZIMKMIM1,2023-08-01,Synthetic order item for Rapid Vertex Support Enterprise Zenith.,USD,2021-12-06T16:21:19Z,2.0,49783.03,99566.06,801msbIZMZHm8MtQCO,01uKaywO4b3S7iJQ44,0QL8q1Mso669KuZGTS
802gOjyISN0eiUkYXO,2024-03-06,Synthetic order item for Virtual Orbit Cloud Service Professional Cobalt.,USD,2023-09-29T05:49:09Z,25.0,23901.91,597547.75,801ntBMOd8UnPWDYY2,01uuCYF9n5XQYNiATY,0QLTTsoTDo9EhXQ4RM
802OOWOoUfyopbBIR6,2027-11-28,Synthetic order item for Connected Foundry Support Ultimate Nova.,USD,2024-09-02T13:12:12Z,10.0,14513.7,145137.0,710jhYoO6Y4VsaCYR4,01utqmPyaUkwSFLI56,0QLaKDfPIKKSJ0hGZW
802ektnT7f0dJEBINP,2026-08-25,Synthetic order item for Elastic Beacon Data Platform Edge Atlas.,USD,2025-05-13T18:05:13Z,5.0,12926.79,64633.95,021T5La4VmcyG25IA7,01uGF8s0gditwpOAVR,0QLrZtr8ULTX2JRG5J
8026VSsx8x4Ni1OYIC,2028-04-11,Synthetic order item for Integrated Pioneer Hardware Foundation Horizon.,USD,2023-03-01T17:49:13Z,1.0,46815.58,46815.58,801KgdnnGwz5MUYQ5I,01uHhc7RdxJfGWFAN9,0QLFlcQ1KotMv6o4AT
802LFugTknEEukFY6E,2024-03-14,Synthetic order item for Open Harbor Hardware Scale Pulse.,USD,2025-02-10T04:52:01Z,50.0,58970.89,2948544.5,801VH4MkE8Jw5diY40,01uTvPkKAzXE87HQL5,0QLZr1QUUJ7P0o2W3U
