Id,CurrencyIsoCode,CreatedDate,IsActive,UseStandardPrice,UnitPrice,Pricebook2Id,Product2Id
01ul7MaOwG3jnK1Q60,USD,2024-07-13T22:13:19Z,1,1,60721.4,01sLoYtuPuiAhJSKZN,01tFgTvcjvryYPbIQU
01u6KKbQZEsQD2mQJW,USD,2025-08-08T07:38:33Z,1,1,92967.82,01sQ4LtuJF9K1vlMFT,01tY0Ii9UWBlOfvQCP
01u9oSBDtSDyIgoQ8L,USD,2025-07-16T07:12:21Z,1,1,79268.8,01sJqGPflRJqwqCPRW,01t2EzMCSR6AFKDYFT
01uXdO7in78Z0o3IDX,USD,2023-11-16T12:43:59Z,1,1,9035.1,01sJqGPflRJqwqCPRW,01tVDQv03vu3kAWAII
01uxm81ZRsM2DEwQVA,USD,2021-01-01T17:21:15Z,1,1,27969.91,01sf902KvuoXgXtOGX,01tPHiS44NBUdL8I3C
01uIhUuersJ2EvwQDF,USD,2024-02-19T23:36:30Z,1,0,97902.86,01sf902KvuoXgXtOGX,01tKbJWKm600cCgAJE
01uz99haVgYQuXKYK3,USD,2025-10-11T08:59:03Z,1,0,19704.98,01sf902KvuoXgXtOGX,01tKUFhZVuSwLH0YFY
01utoYcksst2kIpYQM,USD,2025-04-16T21:04:49Z,1,0,84640.43,01sLoYtuPuiAhJSKZN,01tcaoN6u2mHIFoQPB
01uV1w6txw3ypc8QJ7,USD,2022-12-07T11:17:40Z,1,0,53889.35,01sLoYtuPuiAhJSKZN,01tweIfmxoL6ZPIA4Z
01ufQo4DHeD5dvwICY,USD,2022-11-03T19:41:42Z,1,0,72808.2,01sJqGPflRJqwqCPRW,01tajD2y2VoohjWQ7N
01ugnP8dFZRpcwNYTX,USD,2025-01-07T20:41:13Z,1,1,83996.82,01sf902KvuoXgXtOGX,01tjSACLq3F7ixDIVX
01uwrxBxGfjEpqeIX1,USD,2024-05-05T10:24:25Z,1,0,66610.74,01sLoYtuPuiAhJSKZN,01tdFNcK7rEYaAcQ98
01umXfMNeJIQUlcIEX,USD,2023-08-21T15:43:21Z,1,0,72155.03,01sf902KvuoXgXtOGX,01tOD1lP4jnWx0CIDK
01uplBWl2zlMr9dYKF,USD,2024-08-02T09:37:22Z,1,0,48488.31,01sf902KvuoXgXtOGX,01tjRyBfxPJZEW0YDL
01uSuv7um4Jc91gAI2,USD,2024-05-25T07:35:39Z,1,1,93017.07,01sf902KvuoXgXtOGX,01tHvx2HKNjnSrwQW0
01uEfTFFWNQOs4yAR2,USD,2021-07-23T05:46:12Z,1,1,54469.26,01sQ4LtuJF9K1vlMFT,01tQzRS8NwN7EaTIA6
01umqAw1yoGjRKZYO5,USD,2023-08-14T14:51:28Z,1,0,42814.75,01sLoYtuPuiAhJSKZN,01tcw78vDX9RWoZQ06
01uKz1iBqRHCmlrY7E,USD,2022-11-28T14:14:33Z,1,1,92206.15,01sf902KvuoXgXtOGX,01tcw78vDX9RWoZQ06
01ugJ9Is01cBYy5ASF,USD,2022-09-10T11:09:54Z,1,1,51833.73,01sf902KvuoXgXtOGX,01toErtMLFCN4nLAFG
01uzHe469BAtk1IIB2,USD,2026-04-21T02:00:33Z,1,0,726.68,01sf902KvuoXgXtOGX,01tPtwsyf9n0MWKYPH
01uoWSzpOXNSu3mQX3,USD,2025-01-28T01:55:18Z,0,1,71302.23,01sf902KvuoXgXtOGX,01tfdIGGuNBWWCKI1L
01uEQENe3mhON7SQTB,USD,2025-10-07T02:03:28Z,1,1,98785.88,01sLoYtuPuiAhJSKZN,01tGZiKZgaKqDjfI4K
01uqdT72xJ2yEBjQ0A,USD,2021-11-05T14:53:35Z,1,0,13226.59,01sJqGPflRJqwqCPRW,01tE5PQcgk49jQkYPK
01uIvD4MeZzNUBsQBH,USD,2025-04-20T18:47:20Z,1,1,93897.89,01sJqGPflRJqwqCPRW,01tLLupYH2DWeh5IGW
01u7rR41zLCTZsaY2B,USD,2024-02-02T00:17:48Z,1,0,28471.73,01sf902KvuoXgXtOGX,01tbwEYr7q9wizHQ3D
01uIc2nFLK8VdniQBX,USD,2022-10-08T09:14:22Z,1,0,37169.59,01sQ4LtuJF9K1vlMFT,01tzS9ohU8JW5tuYDD
01ux7L4peGUHJyjIEV,USD,2021-01-02T00:13:16Z,1,0,59266.08,01sQ4LtuJF9K1vlMFT,01taeOXPP6XFFqPILJ
01urila5d1GIkP5IPK,USD,2021-12-26T20:43:17Z,1,0,98618.1,01sJqGPflRJqwqCPRW,01tW9QP1juoicgIQUZ
01uYzEnqqkK0YYTAPN,USD,2021-01-27T04:43:32Z,1,1,53625.12,01sJqGPflRJqwqCPRW,01tv9oAk6JoaaNjQCS
01uDD0S1dJdEdBpAZS,USD,2024-04-13T11:48:37Z,1,0,620.45,01sQ4LtuJF9K1vlMFT,01tTxNhlNIdTR8YQIX
01uchJafqFpdsodIO8,USD,2024-04-29T00:23:03Z,1,1,14320.96,01sf902KvuoXgXtOGX,01tCGhSYxgJztyAYCK
01uw9PVgWwT4QAvAVE,USD,2023-04-01T03:41:46Z,1,1,5991.3,01sLoYtuPuiAhJSKZN,01t0gRllD3sYkehQJL
01u6As0VOR8Qof4Y36,USD,2021-11-14T18:40:36Z,1,0,70478.59,01sQ4LtuJF9K1vlMFT,01tVDQv03vu3kAWAII
01uKCA1d6WKrwNcIB4,USD,2024-03-23T12:54:38Z,1,0,93989.56,01sJqGPflRJqwqCPRW,01tcaoN6u2mHIFoQPB
01uwUw0jM354l9gAAU,USD,2021-03-07T04:02:42Z,1,0,51721.7,01sLoYtuPuiAhJSKZN,01tABpW6ZnkU3r9I20
01uOjdsyc3asY9jQM2,USD,2026-04-20T22:59:22Z,1,1,22398.46,01sQ4LtuJF9K1vlMFT,01tF1U6IygSY9tvA1Q
01upie39vTfAxetQMO,USD,2021-05-10T19:46:02Z,1,0,36906.66,01sJqGPflRJqwqCPRW,01tTz3gcBmsMjInYD3
01uFUzxKZQSFaPOQ1A,USD,2025-12-02T12:06:23Z,1,1,8619.41,01sLoYtuPuiAhJSKZN,01t8oEVI4WFAWCXA5M
01ukAydnh1wk2jaQU4,USD,2022-05-22T00:14:34Z,1,0,53662.64,01sLoYtuPuiAhJSKZN,01t7Wi3QdB9AjcFYKP
01uk7RIGqtW7TtTAU7,USD,2023-03-07T20:57:04Z,1,0,9716.01,01sf902KvuoXgXtOGX,01t1YY42ogr623kA2T
01uX9Wft5spS0NRIP4,USD,2023-04-27T00:31:49Z,1,0,18836.89,01sJqGPflRJqwqCPRW,01tAMQSRO2UkPuWIWX
01uPVCZ4KnFJ50BYAB,USD,2024-08-30T08:06:25Z,1,0,20654.01,01sLoYtuPuiAhJSKZN,01tsmgmHr3RHO6MQV1
01uBIFhzdfmqjNGQMJ,USD,2021-09-04T06:20:01Z,1,0,83105.1,01sQ4LtuJF9K1vlMFT,01tXFPVYo6XqDczYVB
01uy1gvXsamZD7YI4O,USD,2021-06-14T13:09:41Z,1,0,83402.52,01sQ4LtuJF9K1vlMFT,01tcUKXpM0WRALnA5M
01umtlnnNLY7p5OI4U,USD,2024-05-16T12:30:04Z,1,0,41769.79,01sf902KvuoXgXtOGX,01tMLYCFxAL4ZXGYKU
01usZCrPjaKjueRQYO,USD,2023-01-23T18:57:22Z,1,0,3709.15,01sLoYtuPuiAhJSKZN,01tRVZczygwfQeVYDN
01ubDRHyye1mNzMAMJ,USD,2021-07-27T15:52:09Z,1,0,20989.35,01sf902KvuoXgXtOGX,01tJJToWew3jl1jYQN
01uilnVKVTyQFssII1,USD,2024-10-06T13:43:44Z,1,1,63438.06,01sQ4LtuJF9K1vlMFT,01tVcftrCBIXeCkYVP
01u2em47KNwWkZMQLR,USD,2025-08-19T04:26:38Z,1,1,4920.46,01sJqGPflRJqwqCPRW,01taxYZ2MCJ1bDrY7X
01u8bUIPWTpRcjJAT0,USD,2025-07-07T22:58:13Z,1,1,79011.35,01sf902KvuoXgXtOGX,01t5RWDmHRgJiIMYJP
01uUX9fzI5TSy2AYK3,USD,2026-06-04T19:46:10Z,1,1,24506.66,01sQ4LtuJF9K1vlMFT,01tBjvDXiBQe05pQ6K
01u2B4I2BdSIO2VABA,USD,2022-05-20T12:51:13Z,1,0,76855.39,01sLoYtuPuiAhJSKZN,01tEaTYFbf62XyrIGE
01ujd1o0ubadWBpIPM,USD,2024-10-20T15:05:10Z,1,1,87724.62,01sLoYtuPuiAhJSKZN,01tPjohq4E615TII7M
01uBkydzyYz6EoPI8G,USD,2025-11-18T16:38:03Z,1,0,3695.88,01sf902KvuoXgXtOGX,01tQBzLTuDrA4rIY2R
01uAMgh5dwURjaMQRK,USD,2022-01-07T05:04:35Z,0,0,57462.62,01sf902KvuoXgXtOGX,01teaeCt6DWI9p4I4X
01uqQWOEUYQ38iTY18,USD,2023-12-05T19:36:06Z,0,0,73837.87,01sJqGPflRJqwqCPRW,01tfpNseevgyHG4I4H
01u0NIpTREmmP3wAZB,USD,2026-01-12T22:28:46Z,1,1,67020.84,01sJqGPflRJqwqCPRW,01tRmAU3fmNV1CqYPI
01uvJ14iKXnNFzDYZQ,USD,2021-05-01T00:10:57Z,0,0,59823.35,01sf902KvuoXgXtOGX,01tJCv6SzssB7KyQZG
01uQgARaG7ktqwXIR3,USD,2023-03-28T14:01:36Z,1,1,39979.69,01sJqGPflRJqwqCPRW,01tUsi4SI5lcLBaYYX
01uWCyTesvSdqwTYP4,USD,2021-10-15T11:31:43Z,1,0,88802.62,01sf902KvuoXgXtOGX,01tt2HXiQI7E9F1IRL
01uQnxc3f6t4FGwYCY,USD,2022-06-16T09:38:03Z,1,0,91678.57,01sf902KvuoXgXtOGX,01tJkxkC77BNqpMI1D
01uSgRVaFEegm2VISP,USD,2021-12-30T12:33:29Z,1,1,82143.62,01sQ4LtuJF9K1vlMFT,01tQEBdIawGRa0EI2M
01uxoDAY3cwqITNA1G,USD,2022-11-17T05:50:03Z,1,1,50679.43,01sLoYtuPuiAhJSKZN,01tcUKXpM0WRALnA5M
01u1rZvt4FcsUzWAJ2,USD,2022-10-16T08:38:11Z,1,1,77657.05,01sLoYtuPuiAhJSKZN,01t5ehc5TO9L51fAY8
01uqbMARsmKpgLtYV6,USD,2022-12-29T06:31:01Z,1,0,74558.16,01sQ4LtuJF9K1vlMFT,01tmXTTChMUKc8lAZ9
01u9wozxj76guXaYLT,USD,2025-07-14T07:23:53Z,1,0,65560.76,01sf902KvuoXgXtOGX,01t7U5ipBfHp1PQIKM
01uEREA0V9nHhc8A84,USD,2023-07-04T16:49:48Z,1,0,49845.15,01sQ4LtuJF9K1vlMFT,01tzXDuwSIeVNvXQKW
01uhY4N1qLtpcUtI0I,USD,2024-02-29T05:50:24Z,1,0,63497.93,01sQ4LtuJF9K1vlMFT,01tEGaSJJp85Ed1I1V
01uZhc2xX0xLj39ATO,USD,2024-08-29T11:09:55Z,1,1,13441.73,01sLoYtuPuiAhJSKZN,01t7lGWe0GCEcFvQ4A
01uHQFMUP7xOPHcQI1,USD,2026-01-06T22:38:07Z,1,0,32054.15,01sf902KvuoXgXtOGX,01tV2dvwb7kXQVhITI
01uAFoB6gbzYkh5Y2C,USD,2022-08-10T18:28:03Z,1,1,57254.33,01sf902KvuoXgXtOGX,01tFgTvcjvryYPbIQU
01u2SSXuE7p5FSpITD,USD,2025-01-23T02:36:16Z,1,1,91476.28,01sJqGPflRJqwqCPRW,01tPmYvxIX0qsDOIHK
01uUuCDlyVaOtj6A5E,USD,2023-04-26T09:28:21Z,1,1,38578.42,01sQ4LtuJF9K1vlMFT,01t4at7lw4j5FweYL1
01uJv78XIesN63nAJR,USD,2021-07-01T07:15:31Z,1,1,63614.59,01sf902KvuoXgXtOGX,01t7hUvwBpp5PImQLG
01uamwZdzGvrUJ4QIA,USD,2024-09-20T19:26:27Z,1,0,2647.81,01sJqGPflRJqwqCPRW,01tTNvOYUjuEQraQ3O
01uPQ1huOlpNnKEA1T,USD,2025-03-31T11:55:30Z,1,0,35629.44,01sJqGPflRJqwqCPRW,01tdhEbnzCx9gZmI0N
01u4seYYJRPqsrIITT,USD,2025-07-02T01:53:47Z,1,0,1913.94,01sQ4LtuJF9K1vlMFT,01tsCLKAaTcpDt3ARN
01utHXQKP7wXfxpIGW,USD,2024-10-15T11:34:15Z,1,0,13631.04,01sQ4LtuJF9K1vlMFT,01t7NfeQ2lKQvYEI0O
01ulBbBBnCSMZE9IB4,USD,2023-04-17T01:19:37Z,1,1,47719.86,01sf902KvuoXgXtOGX,01tvrfAHswk6XJ6AVT
01uns3KdbblltJQYH1,USD,2024-10-08T12:52:55Z,1,0,64485.48,01sLoYtuPuiAhJSKZN,01tTLO3VWSQ2BwfY01
01uAqR28IIZVW6cY2Q,USD,2022-04-10T11:56:22Z,1,0,13277.35,01sJqGPflRJqwqCPRW,01tKjpEkxySpvI7IVL
01u8mL9qFdT1EHNIM9,USD,2021-08-07T14:56:12Z,1,0,81312.03,01sf902KvuoXgXtOGX,01tAKxax5wNHmuXAAK
01usZ2rGNCIb4HvA44,USD,2023-05-16T12:56:41Z,1,0,32904.34,01sf902KvuoXgXtOGX,01tGCTC0Cocai7mYLU
01u1FKJlcYnIzS6INT,USD,2025-11-05T11:39:48Z,1,0,52421.9,01sf902KvuoXgXtOGX,01tTz3gcBmsMjInYD3
01uCH4lcp0440QvAQZ,USD,2023-09-13T15:21:42Z,1,0,20919.28,01sf902KvuoXgXtOGX,01tYt0OB7MID1hWAG2
01ueXc57ljWEIWFQC4,USD,2022-01-01T09:11:12Z,1,0,50474.41,01sQ4LtuJF9K1vlMFT,01tiYJRAccTSvbuYWS
01u8nwaIzu7O7rEID5,USD,2025-12-18T05:21:48Z,1,1,82024.44,01sJqGPflRJqwqCPRW,01tsCLKAaTcpDt3ARN
01uBo9bliYPFlS6QPU,USD,2026-05-14T18:14:49Z,1,0,88132.79,01sLoYtuPuiAhJSKZN,01tnwaV2txjKBLPYKN
01ulrUP6PcHgsyjA5X,USD,2021-04-03T20:51:03Z,1,0,95160.44,01sf902KvuoXgXtOGX,01tZQBSs1fvhCTNICA
01uSxL6IN4IG08DIQQ,USD,2026-04-16T12:03:04Z,1,1,71177.45,01sJqGPflRJqwqCPRW,01toErtMLFCN4nLAFG
01uDvgIGvfveq73Y8Q,USD,2025-10-14T09:47:39Z,1,0,35330.34,01sJqGPflRJqwqCPRW,01t6YVKVUd3CfahQAX
01uMJ9arXStTHbCI6J,USD,2022-03-28T16:29:45Z,1,1,9068.16,01sJqGPflRJqwqCPRW,01tEaTYFbf62XyrIGE
01uiUF9NOGQMVCOY9G,USD,2025-09-23T13:19:14Z,1,1,34605.12,01sQ4LtuJF9K1vlMFT,01tSnOrHzEYjRlsIDJ
01uva7ba3Azj8ILI8T,USD,2026-04-27T17:48:21Z,1,0,40507.87,01sLoYtuPuiAhJSKZN,01tTNvOYUjuEQraQ3O
01ug1WoyI1CzpokA0D,USD,2021-08-21T12:46:27Z,1,0,36198.77,01sLoYtuPuiAhJSKZN,01teaeCt6DWI9p4I4X
01uKb8LTdZrnOlTQ03,USD,2023-02-27T14:32:09Z,1,1,19180.02,01sLoYtuPuiAhJSKZN,01tumnfMgDuHzp5IGE
01uM996AjCjDpxAQ0G,USD,2024-04-18T14:58:02Z,1,0,70525.56,01sf902KvuoXgXtOGX,01t395c3btyYidWQZR
01ur28FnEV6DyiAA63,USD,2022-05-08T01:25:51Z,1,1,19860.41,01sf902KvuoXgXtOGX,01t2WPKVWsXQVDUQWP
01uHJZb6IgfOSkGIL7,USD,2023-05-06T17:04:12Z,1,0,76508.7,01sf902KvuoXgXtOGX,01tPmYvxIX0qsDOIHK
01u7Uyv4WpNyTbeIGF,USD,2022-06-27T19:52:41Z,1,0,584.75,01sf902KvuoXgXtOGX,01tmkTmUIaKve6qAOP
01uZEvqBSgONoAzA64,USD,2026-01-03T18:29:32Z,1,0,13756.27,01sJqGPflRJqwqCPRW,01tbDa8NhBMz25CILB
01utDfh4pIrSlhmITV,USD,2023-12-24T19:45:02Z,1,0,1461.4,01sJqGPflRJqwqCPRW,01tfdIGGuNBWWCKI1L
01uQQpeIOHGVGmXILC,USD,2021-04-16T12:45:04Z,1,0,99442.76,01sLoYtuPuiAhJSKZN,01tzXDuwSIeVNvXQKW
01ulT0vCqClLQ4gYDM,USD,2024-06-22T09:48:00Z,1,0,82788.42,01sQ4LtuJF9K1vlMFT,01tABpW6ZnkU3r9I20
01u6slvrn5euvbnQC8,USD,2026-01-19T08:37:35Z,1,0,6967.51,01sLoYtuPuiAhJSKZN,01tjSACLq3F7ixDIVX
01uNcVbPkAsVUz0YHG,USD,2022-10-21T22:01:21Z,1,1,33755.63,01sJqGPflRJqwqCPRW,01tjyaSebi2TTnjA4L
01uGF8s0gditwpOAVR,USD,2023-05-28T02:18:03Z,1,0,46267.46,01sJqGPflRJqwqCPRW,01tfvR6I8rYbw9YA75
01uJyVzdrj8oCv9IEC,USD,2021-07-26T21:13:42Z,1,1,13491.0,01sJqGPflRJqwqCPRW,01tquqtjfoZD0qtA3P
01uuzBHChBdZlrvQ8H,USD,2023-01-18T23:24:09Z,1,1,29779.06,01sLoYtuPuiAhJSKZN,01tJs4IP4KXGpqSYC5
01ulwZIpMmZ5fTrY04,USD,2023-08-06T16:53:51Z,1,0,20026.27,01sf902KvuoXgXtOGX,01tTxNhlNIdTR8YQIX
01uZEMrEREKQoyVAJC,USD,2025-09-25T14:11:53Z,1,1,44777.99,01sJqGPflRJqwqCPRW,01t4NYEPhUw9BamICS
01u4o4n5WjlYYKWQAM,USD,2025-06-29T23:31:24Z,1,0,64770.77,01sLoYtuPuiAhJSKZN,01tPmYvxIX0qsDOIHK
01uKbd2MFF1p4b2Y0X,USD,2025-01-23T02:48:57Z,1,0,30551.42,01sLoYtuPuiAhJSKZN,01tdZ9S6FdDot0OA01
01ukgubfNSBfQYaIUA,USD,2021-09-24T03:50:04Z,1,1,92638.16,01sLoYtuPuiAhJSKZN,01tt2HXiQI7E9F1IRL
01ucHEPS0QvaxktQ3H,USD,2026-02-12T14:44:07Z,1,0,82245.45,01sJqGPflRJqwqCPRW,01tOrC3Eh4EDJAvABF
01uGjhxtfIblWmiA3R,USD,2024-05-31T01:54:48Z,1,0,5494.99,01sQ4LtuJF9K1vlMFT,01tCUKpIG176gAIICH
01uDSKa3Fuxi2HMYU2,USD,2022-01-27T08:07:52Z,1,0,97793.12,01sQ4LtuJF9K1vlMFT,01tyFDvfjAnoVc9Q1B
