Id,Description,CurrencyIsoCode,CreatedDate,Quantity,UnitPrice,Discount,TotalPrice,PricebookEntryId,QuoteId
0QLbrcdO6s5qS5hOPH,Synthetic quote line for Unified Compass Advisory Enterprise Vector.,USD,2024-06-26T18:47:20Z,1.0,15726.87,0.0,15726.87,01u9PAeyBtOJM9hIYV,0Q01FeHUnCNvjzg06F
0QL0XiegTPl2DxPGI8,Synthetic quote line for Virtual Summit Cloud Service Professional Cascade.,USD,2025-07-07T21:29:11Z,10.0,69723.59,0.0,697235.9,01uNzFjMXKixso0Y41,0Q0mkJ9TNtMdqvh0SO
0QLDKaSYNnZZNK744R,Synthetic quote line for Connected Lattice Training Ultimate Meridian.,USD,2025-03-26T11:32:06Z,2.0,72699.78,20.0,116319.65,01uRfvkN0HymA5HQXH,0Q0V6D1Mt9k8IX2KCA
0QLll9ushRpRjGDGHH,Synthetic quote line for Elastic Ember Data Platform Edge Zenith.,USD,2023-01-25T04:09:49Z,25.0,55834.16,5.0,1326061.3,01uDz0Z4yrKt05CQDN,0Q0QX7RUAWXSbYU0OE
6RNMezcXkvE9qlIRLH,Synthetic quote line for Integrated Vertex Data Platform Foundation Cobalt.,USD,2025-01-13T01:38:06Z,5.0,69989.71,20.0,279958.84,01ug1WoyI1CzpokA0D,0Q077DtUmxtLIpNCAN
0QLduGUHTWfmsIIOWX,Synthetic quote line for Open Orbit Cloud Service Scale Nova.,USD,2025-11-14T19:14:32Z,1.0,55132.85,5.0,52376.21,01uxfQF7gkFw7jVQWM,0Q05RZ6hvDdGMjYKVW
0QLqqljnk07sfpOOGC,Synthetic quote line for Quantum Foundry Support Ultimate Zenith.,USD,2024-11-27T05:22:55Z,25.0,51964.85,5.0,1234165.19,01u2Byfa4IwUJDvQM7,0Q0t9gpUJphE3SAKKE
0QLPFpiprq0MjHPW8B,Synthetic quote line for Unified Beacon Hardware Edge Horizon.,USD,2023-09-18T09:40:28Z,25.0,40398.28,0.0,1009957.0,01uJrQ9nOdWfBOnQ3P,0Q0Po5S2b8p7BQuSOR
0QLWpdjmsqvqPu3WHO,Synthetic quote line for Virtual Pioneer Hardware Foundation Pulse.,USD,2024-03-05T23:46:42Z,1.0,72324.08,15.0,61475.47,01ujBc1EruOtg57ANE,0Q0n4dpgInGEGY9SFD
0QLbQxOR068FoabWDA,Synthetic quote line for Connected Harbor Cloud Service Select Atlas.,USD,2023-05-28T19:38:11Z,25.0,28425.78,0.0,710644.5,01ukZSaar5kiB8EAE2,0Q07OW3WhOt9Z1B0D4
0QLwscEXs6QKj6EO7C,Synthetic quote line for Elastic Compass Cloud Service Vertex Horizon.,USD,2023-05-03T05:27:53Z,50.0,9345.09,20.0,373803.6,01uiOuapJc0w5rMI3Q,0Q0jiV5Puwp58coK0Z
0QL3kTu95y6OS7qWXZ,Synthetic quote line for Integrated Summit Data Platform Essential Solstice.,USD,2023-09-22T00:41:31Z,50.0,27204.86,20.0,1088194.4,01uAtGzObkdYuQCIKN,0Q0huuUNLya31HOCNW
0QLfnBSolBvHkSrGKI,Synthetic quote line for Open Lattice Support Premier Aurora.,USD,2022-07-21T09:13:19Z,25.0,25229.96,10.0,567674.1,01ukAydnh1wk2jaQU4,0Q0dyP9SpTcGVtD0DY
0QLhFw8EvXBglyF4AH,Synthetic quote line for Quantum Ember Cloud Service Select Ion.,USD,2023-12-14T15:00:05Z,5.0,19515.44,20.0,78061.76,01uplBWl2zlMr9dYKF,0Q0lwm2z5zNENx0C80
0QLXoCm34iiikVmG42,Synthetic quote line for Rapid Vertex Cloud Service Vertex Solstice.,USD,2025-01-26T11:59:23Z,50.0,49256.25,5.0,2339671.88,01uMA8zSZGWyKdiAKM,0Q0t8IxJXTcboya017
0QLy0E8jDKHDAcRWT6,Synthetic quote line for Virtual Orbit Support Essential Cascade.,USD,2023-02-26T04:43:38Z,2.0,20921.29,0.0,41842.58,01u4o4n5WjlYYKWQAM,0Q0NzNAgOrV51Bk0NW
0QLyAW8niflGeFfWWW,Synthetic quote line for Connected Foundry Data Platform Professional Meridian.,USD,2025-01-08T00:11:30Z,50.0,60830.23,0.0,3041511.5,01uoTx9HsbskBk7AKO,0Q00gUfP5MnAc6bSUP
0QLDB6liv41VhtOGLL,Synthetic quote line for Elastic Beacon Data Platform Standard Vector.,USD,2023-07-16T09:28:05Z,2.0,27347.06,15.0,46490.0,01up2y9M1x2zHlGIII,0Q0wOx2xodI5a5IC5R
0QLnnaw8JAtoO8gWMU,Synthetic quote line for Integrated Pioneer Cloud Service Core Cobalt.,USD,2021-11-01T10:46:30Z,5.0,26501.62,20.0,106006.48,01uPAnJ63RGP2cLIN8,0Q0yWU5Wm53hjcJCBR
0QLG78y9BETM3XbOW2,Synthetic quote line for Open Harbor Advisory Enterprise Nova.,USD,2022-02-12T11:10:02Z,25.0,2627.59,20.0,52551.8,01ueWs86Xwn1DjpQBT,0Q0kDpjmCkn1WQfC4U
0QLQbdC1qeunqxyWYT,Synthetic quote line for Quantum Compass Hardware Professional Zenith.,USD,2021-08-29T15:35:40Z,5.0,20365.57,0.0,101827.85,01um1cvKCov7rGbI2J,0Q0vKiY9lpsGulCKEX
0QLfAhNWiJztVqXO5A,Synthetic quote line for Rapid Summit Cloud Service Standard Cobalt.,USD,2026-06-30T05:02:56Z,5.0,20230.36,0.0,101151.8,01uG3ZGIn6X7JIYICW,0Q0PcqytlKC0zGpCAB
0QLMXjqtxowZUIRGFT,Synthetic quote line for Virtual Lattice Support Core Pulse.,USD,2021-04-20T20:39:45Z,2.0,38767.6,0.0,77535.2,01u6e7sGIJ0p16CAAZ,0Q0128Hl0GNo0L00OO
0QLB54PhmrxsxytGT0,Synthetic quote line for Connected Ember Data Platform Foundation Atlas.,USD,2025-05-07T13:04:52Z,25.0,7405.99,15.0,157377.29,01ulBbBBnCSMZE9IB4,0Q0J6tS2rSpvhkd0SW
0QLBvhgGVEO0PCuWZK,Synthetic quote line for Dynamic Vertex Data Platform Scale Horizon.,USD,2024-04-11T00:44:48Z,25.0,3706.35,5.0,88025.81,01uIvD4MeZzNUBsQBH,0Q0BOukp57bQn6GKQ4
0QLOrArI84GA0G44G2,Synthetic quote line for Integrated Orbit Cloud Service Ultimate Pulse.,USD,2024-07-10T00:47:46Z,10.0,5574.8,20.0,44598.4,01uGVgElwvBIbvwAMH,0Q0wOx2xodI5a5IC5R
0QL83I7H134ggwl490,Synthetic quote line for Open Foundry Data Platform Edge Aurora.,USD,2021-01-29T03:56:27Z,2.0,60244.44,15.0,102415.55,01uPr41KGxIVdDtIWK,0Q09RGQv74XKekVK9Q
0QL8hP1N2CDtT20GW3,Synthetic quote line for Quantum Beacon Cloud Service Foundation Ion.,USD,2023-12-27T05:19:13Z,10.0,64060.55,5.0,608575.22,01uDEI2EKNbkqFhA9H,0Q0y7vHDL9fCYOJ053
0QLeoN23xQBjYpqOJ3,Synthetic quote line for Rapid Pioneer Data Platform Scale Solstice.,USD,2021-12-03T11:42:06Z,2.0,14881.18,10.0,26786.12,01u4seYYJRPqsrIITT,0Q09bcEg0itJPRWK0P
0QLCp9GWgKygo41409,Synthetic quote line for Virtual Harbor Advisory Ultimate Aurora.,USD,2025-01-31T19:33:55Z,2.0,72115.23,20.0,115384.37,01uGVgElwvBIbvwAMH,0Q0XVVjZaHI9eMrKNB
0QLKOWvBW81xwthGEP,Synthetic quote line for Connected Compass Training Essential Meridian.,USD,2022-04-17T05:59:11Z,50.0,41967.38,15.0,1783613.65,01uBjAWyQlOs905YJ0,0Q0JfFQckhlCXz5S3F
0QLWAjQSSOvSa4P4F2,Synthetic quote line for Dynamic Summit Data Platform Premier Vector.,USD,2025-03-06T05:02:36Z,10.0,62305.08,20.0,498440.64,01usQT9Yxo9DMACALJ,0Q0yIabzmYlP6BS0BT
0QLlNFAZIc1ULC8G53,Synthetic quote line for Integrated Lattice Cloud Service Select Cascade.,USD,2021-05-09T03:01:03Z,10.0,1952.47,5.0,18548.47,01u2Byfa4IwUJDvQM7,0Q0mQrjHuC49gUNSCY
0QLsJlO8DW6TkvOW9F,Synthetic quote line for Open Ember Data Platform Vertex Meridian.,USD,2021-12-23T04:52:47Z,2.0,36257.36,0.0,72514.72,01uPjEJCuNdeQtlA0H,0Q0D42hMxeydmKKSYI
0QLsiDdp2gMJXpqGMF,Synthetic quote line for Precision Vertex Support Essential Zenith.,USD,2024-11-04T19:23:19Z,2.0,16876.33,5.0,32065.03,01uSlG3bhH5Uan4QP9,0Q06DqBLzEH4EI6SU9
0QLb7quZxDftZIqGQN,Synthetic quote line for Rapid Orbit Data Platform Premier Cobalt.,USD,2024-12-15T12:32:48Z,50.0,11093.43,20.0,443737.2,01uGodhB3HunRL0QTH,0Q0Vzboemqnh1ZpK6X
0QLCynm303JpFPI454,Synthetic quote line for Virtual Foundry Hardware Select Nova.,USD,2021-03-26T06:30:42Z,5.0,10826.59,15.0,46013.01,01uUZRnGcVQPMSeQKA,0Q002S9KM3x4tQRCEA
0QL3GMMDEJ6XSX7OOJ,Synthetic quote line for Connected Beacon Cloud Service Core Atlas.,USD,2021-04-17T10:58:54Z,1.0,7048.37,0.0,7048.37,01uZhc2xX0xLj39ATO,0Q0NzNAgOrV51Bk0NW
0QLbptgWiAVuWKSOBB,Synthetic quote line for Dynamic Pioneer Cloud Service Enterprise Horizon.,USD,2025-12-28T14:51:44Z,1.0,3501.44,5.0,3326.37,01u7Uyv4WpNyTbeIGF,0Q0xwQrnUqvONEsK63
0QLw4TJEjwtpCS7437,Synthetic quote line for Integrated Harbor Data Platform Professional Pulse.,USD,2025-12-28T04:44:30Z,50.0,58612.71,5.0,2784103.73,01ui8Bge7HlL1BoAM0,0Q0N9dcvlsHZEQfCTQ
0QL5SienV55APDXO31,Synthetic quote line for Open Compass Advisory Standard Atlas.,USD,2025-05-13T20:37:31Z,10.0,11161.85,5.0,106037.57,01u5h0NfrvehTSoIIR,0Q0inNaR5CLgOJCK1Z
3SYExJflHKINIfrVRJ,Synthetic quote line for Precision Summit Support Core Ion.,USD,2023-08-02T16:21:33Z,1.0,25069.64,15.0,21309.19,01uns3KdbblltJQYH1,0Q0BfK6Un64rqXKCIH
0QLmjQSa71aH8wFGHF,Synthetic quote line for Rapid Lattice Hardware Enterprise Solstice.,USD,2024-02-06T11:06:41Z,10.0,60567.96,10.0,545111.64,01u3p8CHYvz2rqmYEX,0Q0nZeutsmvpfsTKT6
0QL01DHPOsJAxhnGHG,Synthetic quote line for Virtual Ember Cloud Service Professional Aurora.,USD,2025-11-22T00:25:58Z,2.0,58873.6,0.0,117747.2,01uKb8LTdZrnOlTQ03,0Q0N9dcvlsHZEQfCTQ
0QLacCwu1d5CmE7OPY,Synthetic quote line for Adaptive Vertex Support Ultimate Ion.,USD,2021-11-26T05:35:10Z,2.0,8132.66,5.0,15452.05,01uDWoma98FCSDQIW6,0Q0RQlemjpomayu0ID
0QLMyxv3AB96x73OT7,Synthetic quote line for Dynamic Orbit Advisory Edge Vector.,USD,2022-09-20T17:00:19Z,25.0,44078.61,10.0,991768.72,01ujQGcX0dFFoJDAEI,0Q0HUL2kP1RRNAACYY
0QLgRFIXFFmmQZxO0L,Synthetic quote line for Integrated Foundry Data Platform Foundation Cascade.,USD,2024-11-13T03:06:14Z,10.0,55009.1,10.0,495081.9,01uSoqNuS1WuhQCQ4I,0Q0MGkeUYuEawN6K3A
2QGEnwjRsDpqQdpBCZ,Synthetic quote line for Open Beacon Advisory Scale Meridian.,USD,2026-06-12T21:06:00Z,25.0,38091.12,0.0,952278.0,01ulv13FN8KIvguIY4,0Q0TNX0lcQY9NqH0Z7
0QLTcWbeXaZKxrpGJY,Synthetic quote line for Precision Pioneer Advisory Ultimate Vector.,USD,2022-11-25T19:17:33Z,1.0,66548.81,10.0,59893.93,01uu63szSOLf3PQQ6M,0Q0S7BoiJANzRvtKZ3
0QL7ZA1MqQT309xGGJ,Synthetic quote line for Rapid Harbor Support Edge Cobalt.,USD,2025-08-10T09:35:40Z,25.0,9123.35,10.0,205275.38,01uhXHd7I7kUo5tYAE,0Q0P9SpTcGVtDY6CYD
0QLLZVatWaZqgYPG64,Synthetic quote line for Virtual Compass Support Foundation Nova.,USD,2021-06-17T20:35:34Z,25.0,39887.26,0.0,997181.5,01uE3I30HADotoeYGY,0Q0m4ZHjLrTmBbcKID
0QLH3cXiPekEbBFGJ4,Synthetic quote line for Adaptive Summit Cloud Service Select Zenith.,USD,2023-10-18T06:47:46Z,25.0,36219.0,0.0,905475.0,01u7rR41zLCTZsaY2B,0Q0VhSv6fUGwlnR038
0QLRnBM7UgxdyACOOV,Synthetic quote line for Dynamic Lattice Cloud Service Vertex Cobalt.,USD,2024-10-30T14:02:34Z,25.0,1634.56,0.0,40864.0,01uVTcsqzRQW04eAMD,0Q0K8dxs8PFfw6uCX3
0QLshUZY14n8J0VGP6,Synthetic quote line for Integrated Ember Data Platform Essential Pulse.,USD,2021-03-01T10:59:47Z,5.0,39612.69,10.0,178257.11,01ugMlB4PLTImgLQ9A,0Q0hrsDXMD8H92oKSJ
0QLgMN1JQwwPzMROIQ,Synthetic quote line for Modular Vertex Support Premier Atlas.,USD,2021-07-22T21:09:19Z,2.0,18990.87,0.0,37981.74,01uZvmxypRpoEQLYJL,0Q0YycBaNU8hxrXSN7
0QLJ51ah62lE6kKGKB,Synthetic quote line for Precision Orbit Hardware Select Horizon.,USD,2024-03-18T17:10:20Z,5.0,23993.93,0.0,119969.65,01utZ03Ty4wkdAWA1Q,0Q0uG5HGXenizkC0IM
0QLg5Ivw5PqUTGMGQR,Synthetic quote line for Rapid Foundry Data Platform Vertex Pulse.,USD,2021-12-25T10:54:28Z,50.0,53051.55,0.0,2652577.5,01uuzBHChBdZlrvQ8H,0Q02v5kJAVySePpCQO
0QLHwjwbL7tiMC6W8O,Synthetic quote line for Virtual Beacon Training Essential Aurora.,USD,2021-05-05T08:44:13Z,5.0,59791.03,0.0,298955.15,01unrr2qf22owZ1IKT,0Q0nDIuFLY1B3X9KCI
6DMHYy0p8ggxgPe2ME,Synthetic quote line for Adaptive Pioneer Cloud Service Professional Ion.,USD,2026-01-24T20:26:46Z,25.0,31770.63,0.0,794265.75,01uwSRPKbLes8ruYIZ,0Q0uPcnsIQRHCfTC91
0QL7oPZMSCE28i4G3D,Synthetic quote line for Dynamic Harbor Cloud Service Standard Solstice.,USD,2024-12-18T19:05:21Z,5.0,61875.28,5.0,293907.58,01uqINp8CtmB0C1QFE,0Q0iSWDJ4jxqw01S06
0QL6tPh6UiCcNGqWRN,Synthetic quote line for Integrated Compass Cloud Service Core Cascade.,USD,2021-10-12T14:10:30Z,5.0,56592.95,5.0,268816.51,01u8XnYHXYRns9gY34,0Q0ggsGTgN9CgU7CRF
0QL6lR4qacsdltAGEF,Synthetic quote line for Modular Summit Cloud Service Enterprise Meridian.,USD,2024-10-09T07:22:42Z,5.0,60270.74,20.0,241082.96,01uHHDjAknrlvi7Q92,0Q0vJGfZRVU17GBK8G
0QLV7vqZhiWT5yKO7A,Synthetic quote line for Precision Lattice Data Platform Professional Vector.,USD,2024-05-02T16:22:43Z,1.0,47903.36,10.0,43113.02,01uiUF9NOGQMVCOY9G,0Q0dcsLVRm3AnC90CM
0QL8gN7q5Pf7N3zO77,Synthetic quote line for Rapid Ember Data Platform Standard Cascade.,USD,2024-10-02T07:41:59Z,1.0,73054.22,15.0,62096.09,01ucZtNMVx0iGHIAK5,0Q0ayQ1wfFGXKWO0WA
0QLhMGskqvJBAAmWVR,Synthetic quote line for Unified Vertex Advisory Core Nova.,USD,2025-05-18T20:19:53Z,2.0,65963.4,15.0,112137.78,01uDWoma98FCSDQIW6,0Q0RXyw91xw1y9QK5P
0QLEVPSXsAOvWQ7OLZ,Synthetic quote line for Adaptive Orbit Training Foundation Zenith.,USD,2022-12-16T01:26:52Z,1.0,33091.64,10.0,29782.48,01u9usVZAaaGnwRYOD,0Q0zAlx3LcJGy2y0LU
0QLf8ENjmPMV6gGGS2,Synthetic quote line for Dynamic Foundry Data Platform Scale Cobalt.,USD,2025-12-15T19:18:27Z,10.0,28173.24,0.0,281732.4,01u1zQlV6qpL6i3IK5,0Q0MEaaRkMXLlGB071
0QLAXDwOLSj6forGU7,Synthetic quote line for Integrated Beacon Data Platform Ultimate Nova.,USD,2021-01-29T06:59:22Z,25.0,74298.69,0.0,1857467.25,01unrr2qf22owZ1IKT,0Q0NzNAgOrV51Bk0NW
0QLjZAjJuDJDb0FGIB,Synthetic quote line for Modular Pioneer Support Edge Atlas.,USD,2024-12-05T15:14:20Z,10.0,17921.77,5.0,170256.82,01u2t5lHsuF16GgAD7,0Q0nOsltH715Hy9KHU
0QLSWmdjtxIXTQbORM,Synthetic quote line for Precision Harbor Hardware Foundation Horizon.,USD,2024-05-12T01:31:12Z,1.0,45966.98,20.0,36773.58,01uKSnvPj2bLCV3AKV,0Q0zm9qo7s9wdYKSCU
0QLYx93f6fe47AGW51,Synthetic quote line for Rapid Compass Hardware Scale Pulse.,USD,2024-11-26T11:47:54Z,2.0,69421.18,10.0,124958.12,01uV1w6txw3ypc8QJ7,0Q0c91mhONbzR1yKHY
0QLH1HHPHPA8a1N42Q,Synthetic quote line for Unified Summit Data Platform Ultimate Atlas.,USD,2026-03-05T14:02:05Z,5.0,8453.44,15.0,35927.12,01uh03z6u8t52A7Q6A,0Q09bJDHmNh7mXVKSW
0QLb3WI3tkGLFMzOA2,Synthetic quote line for Adaptive Lattice Training Essential Ion.,USD,2022-04-02T08:23:44Z,50.0,31397.18,0.0,1569859.0,01uT2HYAu6kyAXCY0P,0Q0NzNAgOrV51Bk0NW
0QL6RGd7B5nC3ZzG5Q,Synthetic quote line for Dynamic Ember Cloud Service Premier Solstice.,USD,2022-11-18T12:27:25Z,5.0,46873.84,20.0,187495.36,01ugyZoUJ9GFuCSYMZ,0Q0EQ3Ik8wt03I9SRM
0QLUUTzjubH5t4JWY4,Synthetic quote line for Elastic Vertex Advisory Select Aurora.,USD,2022-12-27T14:24:00Z,10.0,69774.36,10.0,627969.24,01ualDWbU2nsHAyI4N,0Q07OW3WhOt9Z1B0D4
0QLCQbcWYcMUUFEWDD,Synthetic quote line for Modular Orbit Hardware Vertex Ion.,USD,2025-10-20T10:36:33Z,25.0,53794.35,20.0,1075887.0,01uzrOswHnzmYb6AU7,0Q0NzNAgOrV51Bk0NW
1SAyn0aeQ34yJ0cLLK,Synthetic quote line for Precision Foundry Advisory Essential Vector.,USD,2022-06-18T05:42:25Z,5.0,60239.86,0.0,301199.3,01ugMp6vnqPK29EAUZ,0Q0AleSdkJU5gvpCSG
0QLzREUOU2HOERTOQ6,Synthetic quote line for Rapid Beacon Support Premier Cascade.,USD,2023-05-09T19:15:22Z,25.0,22135.13,10.0,498040.42,01uCI9USaya88RGQFI,0Q0OrKuhtn0YPfn0I2
0QLluUcdU5pCQY6WRG,Synthetic quote line for Unified Pioneer Data Platform Select Meridian.,USD,2022-04-28T15:06:14Z,25.0,46446.59,20.0,928931.8,01uGjHftvnIV4BiIC2,0Q0AMGPGZ10TWwEC52
0QLs3wAbVYt0ChlGM5,Synthetic quote line for Adaptive Harbor Training Core Zenith.,USD,2024-02-15T08:59:12Z,10.0,19731.25,0.0,197312.5,01uCxEgI2mCiz8oIIS,0Q0JpXz779eTULYKMN
0QL0HpW8MguhzmgGA7,Synthetic quote line for Dynamic Compass Training Enterprise Cobalt.,USD,2023-05-01T15:16:57Z,50.0,980.99,10.0,44144.55,01uhY4N1qLtpcUtI0I,0Q0JpXz779eTULYKMN
0QLhplcwEt1MpQPW88,Synthetic quote line for Elastic Summit Support Professional Nova.,USD,2022-05-26T23:27:14Z,5.0,20871.12,10.0,93920.04,01u2sFPzvtowgnJIBF,0Q0wyQhXlHJzptuKWG
0QLLo92V0Dq6qSUO7T,Synthetic quote line for Modular Lattice Support Standard Zenith.,USD,2023-05-07T03:53:38Z,1.0,11428.48,10.0,10285.63,01uvpBeHAob5K44IMR,0Q0rkDBkhaxIlm1K62
0QLkRwAuas31inrGU7,Synthetic quote line for Precision Ember Cloud Service Core Horizon.,USD,2021-08-10T13:07:24Z,1.0,52327.2,0.0,52327.2,01uoIM45i0DJHHHQCS,0Q0igmIzAlucj9CKJI
0QL2jZouAwEHn4EGA0,Synthetic quote line for Quantum Vertex Cloud Service Enterprise Pulse.,USD,2021-11-13T18:40:17Z,50.0,44581.18,20.0,1783247.2,01updbdld2ODwuzQJB,0Q0LiSknugQeJpHKIV
0QLr6ZofNN3vEXKGDD,Synthetic quote line for Unified Orbit Hardware Professional Atlas.,USD,2025-08-24T18:28:19Z,5.0,69299.0,0.0,346495.0,01uYzEnqqkK0YYTAPN,0Q0bA1hoqefUUQV0KS
0QL4AV1p27w58WGWM4,Synthetic quote line for Adaptive Foundry Training Ultimate Horizon.,USD,2026-01-31T14:54:29Z,25.0,62554.79,5.0,1485676.26,01uIpwvxtQysDJ4AUU,0Q0Gy9PZqVEz6id0LN
0QLAJU0dLpXqps8OCH,Synthetic quote line for Dynamic Beacon Data Platform Edge Solstice.,USD,2025-09-15T20:31:49Z,5.0,13125.1,5.0,62344.22,01uoH2O7EWf3GABIQ7,0Q0rtjx5a74yli4CKR
0QLplFDQPTIZa5249N,Synthetic quote line for Elastic Pioneer Cloud Service Foundation Aurora.,USD,2023-06-19T09:58:04Z,50.0,3550.56,20.0,142022.4,01uvpBeHAob5K44IMR,0Q0iHvR7oz0f6h10PR
0QL0Wo3Kc68AXUS4NZ,Synthetic quote line for Modular Harbor Hardware Scale Ion.,USD,2024-06-16T10:21:49Z,10.0,51970.4,0.0,519704.0,01uWAuUJGwgaQSUQWO,0Q0urTkTlpIE61k0S8
0QLUPcqXMVSKZ3tO1X,Synthetic quote line for Precision Compass Advisory Ultimate Solstice.,USD,2025-04-01T07:01:02Z,2.0,69514.78,15.0,118175.13,01u8rtcKS4F2yn3IV4,0Q0MO0JHVuhUSXkSXG
0QLI0b7qftH0xIbG61,Synthetic quote line for Quantum Summit Hardware Edge Cascade.,USD,2023-09-29T05:11:02Z,50.0,16488.28,10.0,741972.6,01uGjhxtfIblWmiA3R,0Q0jHgaDZxY2hGGSPS
0QLJnB0ueBoAwNPOHI,Synthetic quote line for Unified Lattice Cloud Service Foundation Meridian.,USD,2023-10-16T01:42:04Z,5.0,37714.82,0.0,188574.1,01uplBWl2zlMr9dYKF,0Q0lG4ANwIHTEZlS6G
